person_id,twitter,farcaster,linkedin,debank,twitter_followers,farcaster_followers,linkedin_connections,debank_followers,last_interaction,interaction_score
fc_17316,,@0xmert,,,0,16168,0,0,2026-04-22,0
fc_17318,,@patty,,,0,720,0,0,2026-04-22,0
fc_17354,,@ren2140.eth,,,0,1326,0,0,2026-04-22,0
fc_17355,,@degencummunist.eth,,,0,2193,0,0,2026-04-22,0
fc_17356,,@muu1908.eth,,,0,4224,0,0,2026-04-22,0
fc_17360,,@toobimoobi,,,0,1918,0,0,2026-04-22,0
fc_17459,,@parsam.eth,,,0,329,0,0,2026-04-22,0
fc_17472,,@evmguide,,,0,167,0,0,2026-04-22,0
fc_17474,,@bubalu,,,0,1475,0,0,2026-04-22,0
fc_17479,,@789,,,0,1162,0,0,2026-04-22,0
fc_17507,,@cryptonomori.eth,,,0,3711,0,0,2026-04-22,0
fc_17564,,@json,,,0,332,0,0,2026-04-22,0
fc_17571,,@esteez.eth,,,0,2646,0,0,2026-04-22,0
fc_17582,,@rphgrc.eth,,,0,3145,0,0,2026-04-22,0
fc_17592,,@vmathur,,,0,1054,0,0,2026-04-22,0
fc_17619,,@pond,,,0,170,0,0,2026-04-22,0
fc_17635,,@hamdi,,,0,1602,0,0,2026-04-22,0
fc_17652,,@pratiksharma.eth,,,0,3094,0,0,2026-04-22,0
fc_17672,,@rev,,,0,3835,0,0,2026-04-22,0
fc_17673,,@road,,,0,2681,0,0,2026-04-22,0
fc_17714,,@igoryuzo.eth,,,0,3785,0,0,2026-04-22,0
fc_17742,,@oji3,,,0,53,0,0,2026-04-22,0
fc_17793,,@makemake,,,0,104024,0,0,2026-04-22,0
fc_17795,,@zelda,,,0,605,0,0,2026-04-22,0
fc_17940,,@metaend.eth,,,0,6396,0,0,2026-04-22,0
fc_17980,,@xen,,,0,656,0,0,2026-04-22,0
fc_17991,,@bhavesh,,,0,779,0,0,2026-04-22,0
fc_18057,,@grams,,,0,2518,0,0,2026-04-22,0
fc_18066,,@0xkosk.eth,,,0,2692,0,0,2026-04-22,0
fc_18085,,@mleejr,,,0,20003,0,0,2026-04-22,0
fc_18128,,@luchosca,,,0,32,0,0,2026-04-22,0
fc_18148,,@titles,,,0,2024,0,0,2026-04-22,0
fc_18152,,@karalabe.eth,,,0,103003,0,0,2026-04-22,0
fc_18183,,@windump,,,0,1735,0,0,2026-04-22,0
fc_18189,,@gheorghe,,,0,119,0,0,2026-04-22,0
fc_18203,,@octant,,,0,3342,0,0,2026-04-22,0
fc_18224,,@walletconnect,,,0,5937,0,0,2026-04-22,0
fc_18229,,@nicom,,,0,805,0,0,2026-04-22,0
fc_18254,,@plotchy,,,0,566,0,0,2026-04-22,0
fc_18274,,@cuongisreal,,,0,986,0,0,2026-04-22,0
fc_18384,,@daikie,,,0,1894,0,0,2026-04-22,0
fc_18391,,@brichis,,,0,208,0,0,2026-04-22,0
fc_18392,,@polats,,,0,182,0,0,2026-04-22,0
fc_18404,,@davidcann.eth,,,0,294,0,0,2026-04-22,0
fc_18407,,@sidshekhar,,,0,5935,0,0,2026-04-22,0
fc_18413,,@frankel,,,0,2064,0,0,2026-04-22,0
fc_18438,,@rooh,,,0,51,0,0,2026-04-22,0
fc_18489,,@sandiforward.eth,,,0,2073,0,0,2026-04-22,0
fc_18506,,@hnnhstphnz,,,0,1224,0,0,2026-04-22,0
fc_18517,,@sterlacci,,,0,1293,0,0,2026-04-22,0
fc_18540,,@zerosnacks,,,0,189,0,0,2026-04-22,0
fc_18559,,@terencechain,,,0,90203,0,0,2026-04-22,0
fc_18561,,@ezincrypto,,,0,2260,0,0,2026-04-22,0
fc_18570,,@qt,,,0,20189,0,0,2026-04-22,0
fc_18580,,@estmcmxci.eth,,,0,303,0,0,2026-04-22,0
fc_18581,,@ponder,,,0,4737,0,0,2026-04-22,0
fc_18586,,@links,,,0,7434,0,0,2026-04-22,0
fc_18655,,@spencerperkins.eth,,,0,1236,0,0,2026-04-22,0
fc_18661,,@raulonastool,,,0,4088,0,0,2026-04-22,0
fc_18723,,@brixbounty,,,0,25467,0,0,2026-04-22,0
fc_18736,,@skynet.eth,,,0,172,0,0,2026-04-22,0
fc_18763,,@runn3rr,,,0,8954,0,0,2026-04-22,0
fc_18766,,@samalz,,,0,2370,0,0,2026-04-22,0
fc_18791,,@minimalgravitas,,,0,252,0,0,2026-04-22,0
fc_18823,,@ariemax,,,0,1252,0,0,2026-04-22,0
fc_18824,,@pa7x1,,,0,145,0,0,2026-04-22,0
fc_18825,,@logristhebard,,,0,154,0,0,2026-04-22,0
fc_18833,,@ambrosius,,,0,164,0,0,2026-04-22,0
fc_18843,,@fairygodmother,,,0,937,0,0,2026-04-22,0
fc_18885,,@lowbross,,,0,1544,0,0,2026-04-22,0
fc_18975,,@taliskye,,,0,2377,0,0,2026-04-22,0
fc_18989,,@giuseppe,,,0,43463,0,0,2026-04-22,0
fc_19057,,@solomiya,,,0,1011,0,0,2026-04-22,0
fc_19114,,@vibonachi,,,0,648,0,0,2026-04-22,0
fc_19129,,@sinaver,,,0,5111,0,0,2026-04-22,0
fc_19138,,@paulf.eth,,,0,95,0,0,2026-04-22,0
fc_19146,,@coinbrad.base.eth,,,0,4528,0,0,2026-04-22,0
fc_19148,,@hocilef,,,0,248,0,0,2026-04-22,0
fc_19180,,@matchaxyz1,,,0,71,0,0,2026-04-22,0
fc_19343,,@erfan,,,0,689,0,0,2026-04-22,0
fc_19364,,@argon,,,0,1302,0,0,2026-04-22,0
fc_19422,,@noai.eth,,,0,391,0,0,2026-04-22,0
fc_19473,,@atareh,,,0,944,0,0,2026-04-22,0
fc_19489,,@splits,,,0,629,0,0,2026-04-22,0
fc_19497,,@voortex,,,0,181,0,0,2026-04-22,0
fc_19530,,@mikegood,,,0,2826,0,0,2026-04-22,0
fc_19533,,@duffaluffaguss.eth,,,0,107,0,0,2026-04-22,0
fc_19570,,@joseph.eth,,,0,1873,0,0,2026-04-22,0
fc_19613,,@fractalvisions.eth,,,0,2448,0,0,2026-04-22,0
fc_19615,,@fishy,,,0,53,0,0,2026-04-22,0
fc_19627,,@lk,,,0,3275,0,0,2026-04-22,0
fc_19629,,@patrickalphac,,,0,920,0,0,2026-04-22,0
fc_19633,,@mikeabundo,,,0,332,0,0,2026-04-22,0
fc_19640,,@zaal,,,0,2894,0,0,2026-04-22,0
fc_19670,,@blockhead,,,0,151,0,0,2026-04-22,0
fc_19682,,@chazschmidt,,,0,438,0,0,2026-04-22,0
fc_19711,,@mary8992,,,0,3277,0,0,2026-04-22,0
fc_19720,,@macauley,,,0,141,0,0,2026-04-22,0
fc_19725,,@capitulation,,,0,210,0,0,2026-04-22,0
fc_19757,,@dayan,,,0,103,0,0,2026-04-22,0
fc_19764,,@jillp921,,,0,92,0,0,2026-04-22,0
fc_19777,,@mrludlow,,,0,796,0,0,2026-04-22,0
fc_19791,,@tim-clancy,,,0,457,0,0,2026-04-22,0
fc_19808,,@juuso,,,0,100,0,0,2026-04-22,0
fc_19832,,@thief,,,0,5757,0,0,2026-04-22,0
fc_19858,,@borrowlucid.eth,,,0,2848,0,0,2026-04-22,0
fc_19863,,@ralexstokes,,,0,255,0,0,2026-04-22,0
fc_19960,,@shreyas-chorge,,,0,357,0,0,2026-04-22,0
fc_20005,,@anaroth,,,0,1992,0,0,2026-04-22,0
fc_20006,,@quilibrium,,,0,1649,0,0,2026-04-22,0
fc_20066,,@applefather.eth,,,0,1567,0,0,2026-04-22,0
fc_20067,,@metopiamoon,,,0,504,0,0,2026-04-22,0
fc_20176,,@oku,,,0,7142,0,0,2026-04-22,0
fc_20198,,@brettdrawsstuff,,,0,2873,0,0,2026-04-22,0
fc_20244,,@unun,,,0,440,0,0,2026-04-22,0
fc_20251,,@fionaaboud,,,0,134,0,0,2026-04-22,0
fc_20258,,@nastya,,,0,2042,0,0,2026-04-22,0
fc_20264,,@lobstermindset.eth,,,0,2108,0,0,2026-04-22,0
fc_20270,,@erica,,,0,18003,0,0,2026-04-22,0
fc_20281,,@ruz,,,0,685,0,0,2026-04-22,0
fc_20286,,@oxb,,,0,6057,0,0,2026-04-22,0
fc_20373,,@wagmialexander,,,0,1157,0,0,2026-04-22,0
fc_20384,,@itsbasil,,,0,13528,0,0,2026-04-22,0
fc_20388,,@ezbek.eth,,,0,2621,0,0,2026-04-22,0
fc_20390,,@sohey,,,0,2370,0,0,2026-04-22,0
fc_20420,,@0xkim,,,0,58,0,0,2026-04-22,0
fc_20434,,@newlightvisuals,,,0,1074,0,0,2026-04-22,0
fc_20442,,@talent,,,0,14837,0,0,2026-04-22,0
fc_20458,,@amandatyler,,,0,820,0,0,2026-04-22,0
fc_20476,,@hindsight.eth,,,0,80,0,0,2026-04-22,0
fc_20501,,@schmoe,,,0,27,0,0,2026-04-22,0
fc_20522,,@toast,,,0,375,0,0,2026-04-22,0
fc_20559,,@pfeffunit,,,0,967,0,0,2026-04-22,0
fc_20568,,@mm-fc-00000044,,,0,8,0,0,2026-04-22,0
fc_20589,,@bountycaster,,,0,3854,0,0,2026-04-22,0
fc_20591,,@kyletut,,,0,1351,0,0,2026-04-22,0
fc_20594,,@paw,,,0,443,0,0,2026-04-22,0
fc_20596,,@bountybot,,,0,5903,0,0,2026-04-22,0
fc_20603,,@topocount.eth,,,0,2281,0,0,2026-04-22,0
fc_20608,,@kudeta,,,0,183,0,0,2026-04-22,0
fc_20646,,@stipinpixel,,,0,801,0,0,2026-04-22,0
fc_20649,,@marianaju,,,0,421,0,0,2026-04-22,0
fc_20691,,@jeanayala,,,0,590,0,0,2026-04-22,0
fc_20698,,@baznocap,,,0,138,0,0,2026-04-22,0
fc_20701,,@chaps,,,0,6176,0,0,2026-04-22,0
fc_20716,,@slokhtest,,,0,18,0,0,2026-04-22,0
fc_20721,,@skateboard,,,0,1075,0,0,2026-04-22,0
fc_20758,,@orson,,,0,155,0,0,2026-04-22,0
fc_20869,,@lourou,,,0,26,0,0,2026-04-22,0
fc_20883,,@ethos,,,0,931,0,0,2026-04-22,0
fc_20909,,@airstack.eth,,,0,16335,0,0,2026-04-22,0
fc_20910,,@zora,,,0,23192,0,0,2026-04-22,0
fc_20917,,@dynamic,,,0,1316,0,0,2026-04-22,0
fc_20918,,@pinatacloud,,,0,338,0,0,2026-04-22,0
fc_20919,,@rainbow,,,0,33391,0,0,2026-04-22,0
fc_20929,,@syndicate,,,0,5716,0,0,2026-04-22,0
fc_20931,,@zachxbt,,,0,33778,0,0,2026-04-22,0
fc_20932,,@agora,,,0,239,0,0,2026-04-22,0
fc_20938,,@manifoldxyz,,,0,1861,0,0,2026-04-22,0
fc_20971,,@escottalexander,,,0,291,0,0,2026-04-22,0
fc_20989,,@ramiata.eth,,,0,753,0,0,2026-04-22,0
fc_20997,,@neerajka,,,0,604,0,0,2026-04-22,0
fc_21024,,@terricola.eth,,,0,3194,0,0,2026-04-22,0
fc_21093,,@tamrat,,,0,960,0,0,2026-04-22,0
fc_21112,,@dionysuz.eth,,,0,302,0,0,2026-04-22,0
fc_21114,,@vsck,,,0,2728,0,0,2026-04-22,0
fc_21149,,@gm,,,0,536,0,0,2026-04-22,0
fc_21166,,@elle,,,0,444,0,0,2026-04-22,0
fc_21187,,@ethxy,,,0,4287,0,0,2026-04-22,0
fc_21199,,@kaanbb,,,0,148,0,0,2026-04-22,0
fc_21269,,@marcov,,,0,1906,0,0,2026-04-22,0
fc_21348,,@konohime.eth,,,0,1023,0,0,2026-04-22,0
fc_21417,,@ethereumdaily.eth,,,0,8143,0,0,2026-04-22,0
fc_21431,,@gramajo.eth,,,0,3370,0,0,2026-04-22,0
fc_21695,,@molchanimal,,,0,224,0,0,2026-04-22,0
fc_21713,,@ncookie,,,0,223,0,0,2026-04-22,0
fc_21773,,@coinbase,,,0,11304,0,0,2026-04-22,0
fc_21829,,@way,,,0,957,0,0,2026-04-22,0
fc_21852,,@britz,,,0,78,0,0,2026-04-22,0
fc_22221,,@tranthanh,,,0,792,0,0,2026-04-22,0
fc_22420,,@0xd,,,0,4954,0,0,2026-04-22,0
fc_23282,,@blanc,,,0,1525,0,0,2026-04-22,0
fc_23366,,@sweetman,,,0,20,0,0,2026-04-22,0
fc_23426,,@gkas23.eth,,,0,745,0,0,2026-04-22,0
fc_23432,,@madrid,,,0,508,0,0,2026-04-22,0
fc_23814,,@georgeboya,,,0,195,0,0,2026-04-22,0
fc_23829,,@pinetwork,,,0,226,0,0,2026-04-22,0
fc_24005,,@rarible,,,0,16728,0,0,2026-04-22,0
fc_101238,,@cosmos77.base.eth,,,0,14543,0,0,2026-04-22,0
fc_187706,,@aztecnetwork,,,0,284,0,0,2026-04-22,0
fc_187744,,@furi,,,0,4544,0,0,2026-04-22,0
fc_187908,,@cryptonight,,,0,305,0,0,2026-04-22,0
fc_187961,,@kripcat.eth,,,0,1925,0,0,2026-04-22,0
fc_188146,,@pogilvie,,,0,114,0,0,2026-04-22,0
fc_188589,,@jackyt,,,0,2826,0,0,2026-04-22,0
fc_188665,,@polymutex.eth,,,0,1695,0,0,2026-04-22,0
fc_188955,,@banta,,,0,1265,0,0,2026-04-22,0
fc_188982,,@adev,,,0,644,0,0,2026-04-22,0
fc_189034,,@abmis,,,0,233,0,0,2026-04-22,0
fc_189297,,@aaizu.eth,,,0,176,0,0,2026-04-22,0
fc_189694,,@ksa,,,0,1734,0,0,2026-04-22,0
fc_189781,,@dylanabruscato,,,0,4250,0,0,2026-04-22,0
fc_189851,,@charis,,,0,1424,0,0,2026-04-22,0
fc_189874,,@marcgarcia.eth,,,0,1984,0,0,2026-04-22,0
fc_189896,,@vibecaster.eth,,,0,3814,0,0,2026-04-22,0
fc_190000,,@ruminations,,,0,2995,0,0,2026-04-22,0
fc_190075,,@highlight,,,0,14232,0,0,2026-04-22,0
fc_190108,,@trigs.eth,,,0,567,0,0,2026-04-22,0
fc_190218,,@icetoad.eth,,,0,10053,0,0,2026-04-22,0
fc_190436,,@2irl4u,,,0,181,0,0,2026-04-22,0
fc_190571,,@bjnpck,,,0,162,0,0,2026-04-22,0
fc_190597,,@bobbyong,,,0,2401,0,0,2026-04-22,0
fc_190771,,@ellierennie,,,0,21,0,0,2026-04-22,0
fc_190968,,@ciefa.eth,,,0,2730,0,0,2026-04-22,0
fc_191010,,@lightcap.eth,,,0,624,0,0,2026-04-22,0
fc_191041,,@sicksidelocos.eth,,,0,598,0,0,2026-04-22,0
fc_191042,,@atown,,,0,7182,0,0,2026-04-22,0
fc_191294,,@benbassler,,,0,4078,0,0,2026-04-22,0
fc_191331,,@zloijopa,,,0,312,0,0,2026-04-22,0
fc_191449,,@sero,,,0,111,0,0,2026-04-22,0
fc_191475,,@econoar,,,0,2655,0,0,2026-04-22,0
fc_191485,,@endaoment,,,0,427,0,0,2026-04-22,0
fc_191496,,@0xjoshua,,,0,1151,0,0,2026-04-22,0
fc_191592,,@alon,,,0,1235,0,0,2026-04-22,0
fc_191593,,@pip,,,0,3130,0,0,2026-04-22,0
fc_191617,,@pgo,,,0,67,0,0,2026-04-22,0
fc_191637,,@niftymfer.eth,,,0,3039,0,0,2026-04-22,0
fc_191648,,@thoughtcrimeboss,,,0,967,0,0,2026-04-22,0
fc_191766,,@0xalgedi,,,0,457,0,0,2026-04-22,0
fc_191774,,@ellied,,,0,970,0,0,2026-04-22,0
fc_191775,,@ismene,,,0,3169,0,0,2026-04-22,0
fc_191780,,@agrimony.eth,,,0,4264,0,0,2026-04-22,0
fc_191864,,@kassandra,,,0,850,0,0,2026-04-22,0
fc_192004,,@anderstark.eth,,,0,2893,0,0,2026-04-22,0
fc_192145,,@snack,,,0,25,0,0,2026-04-22,0
fc_192257,,@gordo,,,0,231,0,0,2026-04-22,0
fc_192260,,@metopia,,,0,1935,0,0,2026-04-22,0
fc_192300,,@chrislarsc,,,0,2317,0,0,2026-04-22,0
fc_192359,,@ngoctramstrk,,,0,841,0,0,2026-04-22,0
fc_192373,,@leshka,,,0,3518,0,0,2026-04-22,0
fc_192490,,@music-guy.eth,,,0,3381,0,0,2026-04-22,0
fc_192500,,@duyhip.eth,,,0,561,0,0,2026-04-22,0
fc_192531,,@victorscroll,,,0,746,0,0,2026-04-22,0
fc_192539,,@yougogirl.eth,,,0,5588,0,0,2026-04-22,0
fc_192571,,@quynhchi,,,0,2823,0,0,2026-04-22,0
fc_192702,,@brownalytics.eth,,,0,2143,0,0,2026-04-22,0
fc_192839,,@dflow,,,0,88,0,0,2026-04-22,0
fc_193158,,@brydeadhead.eth,,,0,6380,0,0,2026-04-22,0
fc_193172,,@0xkanata,,,0,130,0,0,2026-04-22,0
fc_193174,,@gameyongx.eth,,,0,2195,0,0,2026-04-22,0
fc_193238,,@wansu55,,,0,855,0,0,2026-04-22,0
fc_193315,,@33bits,,,0,2731,0,0,2026-04-22,0
fc_193423,,@xh3b4sd.eth,,,0,827,0,0,2026-04-22,0
fc_193438,,@oppenheimer,,,0,855,0,0,2026-04-22,0
fc_193445,,@omghax.eth,,,0,1072,0,0,2026-04-22,0
fc_193548,,@rikasun,,,0,450,0,0,2026-04-22,0
fc_193730,,@blainemalone,,,0,1090,0,0,2026-04-22,0
fc_193796,,@kayci.eth,,,0,817,0,0,2026-04-22,0
fc_193826,,@pauline-unik,,,0,8299,0,0,2026-04-22,0
fc_193844,,@slatts.base.eth,,,0,1465,0,0,2026-04-22,0
fc_193853,,@badboylegal,,,0,738,0,0,2026-04-22,0
fc_193906,,@brunya,,,0,141,0,0,2026-04-22,0
fc_193912,,@garance,,,0,970,0,0,2026-04-22,0
fc_193954,,@partypoodle.eth,,,0,116,0,0,2026-04-22,0
fc_194233,,@oxcryptopanda,,,0,1066,0,0,2026-04-22,0
fc_194290,,@citydaonetwork,,,0,133,0,0,2026-04-22,0
fc_194331,,@oli,,,0,41,0,0,2026-04-22,0
fc_194370,,@bold,,,0,1771,0,0,2026-04-22,0
fc_194372,,@roadu,,,0,3802,0,0,2026-04-22,0
fc_194479,,@runninyeti.eth,,,0,1212,0,0,2026-04-22,0
fc_194521,,@seangeng,,,0,1318,0,0,2026-04-22,0
fc_194882,,@seijuro,,,0,1154,0,0,2026-04-22,0
fc_195091,,@greyseymour,,,0,7401,0,0,2026-04-22,0
fc_195117,,@jacque,,,0,3346,0,0,2026-04-22,0
fc_195361,,@wagmit.eth,,,0,37,0,0,2026-04-22,0
fc_195847,,@thisisgonz,,,0,1935,0,0,2026-04-22,0
fc_195864,,@carloshof773,,,0,300,0,0,2026-04-22,0
fc_195881,,@capybara,,,0,475,0,0,2026-04-22,0
fc_195897,,@ezid44,,,0,1010,0,0,2026-04-22,0
fc_195916,,@goyabean-,,,0,2367,0,0,2026-04-22,0
fc_196041,,@suffuze.eth,,,0,3350,0,0,2026-04-22,0
fc_196142,,@b05,,,0,1422,0,0,2026-04-22,0
fc_196149,,@felirami.eth,,,0,5577,0,0,2026-04-22,0
fc_196170,,@sargesmith,,,0,119,0,0,2026-04-22,0
fc_196171,,@intake.base.eth,,,0,1085,0,0,2026-04-22,0
fc_196194,,@jarrett,,,0,29,0,0,2026-04-22,0
fc_196199,,@jvmi,,,0,8982,0,0,2026-04-22,0
fc_196215,,@sloppy,,,0,4026,0,0,2026-04-22,0
fc_196266,,@abbas-khan,,,0,589,0,0,2026-04-22,0
fc_196300,,@comm.eth,,,0,634,0,0,2026-04-22,0
fc_196328,,@r4topunk,,,0,476,0,0,2026-04-22,0
fc_196388,,@tom.base.eth,,,0,2061,0,0,2026-04-22,0
fc_196418,,@gurbus,,,0,149,0,0,2026-04-22,0
fc_196465,,@chiricato,,,0,527,0,0,2026-04-22,0
fc_196763,,@samedayjeremy,,,0,680,0,0,2026-04-22,0
fc_196800,,@daoleno,,,0,615,0,0,2026-04-22,0
fc_196810,,@benido,,,0,323,0,0,2026-04-22,0
fc_196882,,@orishim,,,0,291,0,0,2026-04-22,0
fc_196946,,@fuckjojo.eth,,,0,221,0,0,2026-04-22,0
fc_196950,,@marjorie,,,0,1625,0,0,2026-04-22,0
fc_196957,,@baseddesigner.eth,,,0,6108,0,0,2026-04-22,0
fc_197007,,@btayengco,,,0,2137,0,0,2026-04-22,0
fc_197132,,@joriander,,,0,68,0,0,2026-04-22,0
fc_197201,,@0xsiman.eth,,,0,337,0,0,2026-04-22,0
fc_197340,,@casedup,,,0,1667,0,0,2026-04-22,0
fc_198164,,@cryptoconsuela,,,0,1461,0,0,2026-04-22,0
fc_198281,,@0xnosan,,,0,320,0,0,2026-04-22,0
fc_198340,,@jayhinz,,,0,1391,0,0,2026-04-22,0
fc_198783,,@hammallama.eth,,,0,1975,0,0,2026-04-22,0
fc_198811,,@toly,,,0,4747,0,0,2026-04-22,0
fc_199347,,@kingy,,,0,898,0,0,2026-04-22,0
fc_199989,,@smokingfrog.eth,,,0,4963,0,0,2026-04-22,0
fc_200375,,@adnum,,,0,2245,0,0,2026-04-22,0
fc_200506,,@stemo.eth,,,0,1097,0,0,2026-04-22,0
fc_203666,,@leovido.eth,,,0,7157,0,0,2026-04-22,0
fc_203751,,@thosmur,,,0,5945,0,0,2026-04-22,0
fc_203973,,@bitman,,,0,628,0,0,2026-04-22,0
fc_204173,,@asenderling.eth,,,0,2188,0,0,2026-04-22,0
fc_204221,,@jarrettr,,,0,1435,0,0,2026-04-22,0
fc_205077,,@tolgadizmen,,,0,725,0,0,2026-04-22,0
fc_205754,,@lish.eth,,,0,2827,0,0,2026-04-22,0
fc_205891,,@schorn.eth,,,0,1053,0,0,2026-04-22,0
fc_205937,,@cellar,,,0,1263,0,0,2026-04-22,0
fc_206010,,@afe2b,,,0,461,0,0,2026-04-22,0
fc_206570,,@fookinnowan,,,0,1744,0,0,2026-04-22,0
fc_206596,,@neymarjr,,,0,2463,0,0,2026-04-22,0
fc_206967,,@netnose,,,0,1802,0,0,2026-04-22,0
fc_207542,,@3lixbt,,,0,96,0,0,2026-04-22,0
fc_207669,,@gweiwhale.eth,,,0,1250,0,0,2026-04-22,0
fc_207998,,@lost-in.eth,,,0,54,0,0,2026-04-22,0
fc_208417,,@pwk,,,0,433,0,0,2026-04-22,0
fc_209708,,@keremg.base.eth,,,0,1793,0,0,2026-04-22,0
fc_209951,,@swishh.eth,,,0,5067,0,0,2026-04-22,0
fc_210045,,@nicolaus,,,0,2672,0,0,2026-04-22,0
fc_210404,,@jakehartnell.eth,,,0,32,0,0,2026-04-22,0
fc_210451,,@spookyaction-btc,,,0,250,0,0,2026-04-22,0
fc_210558,,@0xalexander,,,0,816,0,0,2026-04-22,0
fc_210592,,@weezel,,,0,439,0,0,2026-04-22,0
fc_210628,,@ethan666,,,0,8519,0,0,2026-04-22,0
fc_210631,,@dieman,,,0,1380,0,0,2026-04-22,0
fc_210648,,@sweetman.eth,,,0,2064,0,0,2026-04-22,0
fc_210659,,@asimosan,,,0,332,0,0,2026-04-22,0
fc_210671,,@juliomcruz,,,0,310,0,0,2026-04-22,0
fc_210698,,@blankspace,,,0,4396,0,0,2026-04-22,0
fc_210747,,@lwatts,,,0,421,0,0,2026-04-22,0
fc_210938,,@zayn,,,0,50,0,0,2026-04-22,0
fc_210968,,@znasty,,,0,593,0,0,2026-04-22,0
fc_211120,,@kasutjepang,,,0,539,0,0,2026-04-22,0
fc_211124,,@musicben,,,0,1196,0,0,2026-04-22,0
fc_211186,,@0xgymleader,,,0,5441,0,0,2026-04-22,0
fc_211205,,@aerodrome,,,0,26287,0,0,2026-04-22,0
fc_211237,,@ephemera,,,0,115,0,0,2026-04-22,0
fc_211246,,@filter8,,,0,1183,0,0,2026-04-22,0
fc_211254,,@mic,,,0,204,0,0,2026-04-22,0
fc_211272,,@dcinvestor,,,0,11679,0,0,2026-04-22,0
fc_211275,,@bornelder.eth,,,0,403,0,0,2026-04-22,0
fc_211286,,@yeti0x,,,0,75,0,0,2026-04-22,0
fc_211301,,@ecenazaltinok,,,0,456,0,0,2026-04-22,0
fc_211511,,@cornelia,,,0,951,0,0,2026-04-22,0
fc_211536,,@masoncapital,,,0,141,0,0,2026-04-22,0
fc_211566,,@isla,,,0,97,0,0,2026-04-22,0
fc_211642,,@0xnobody,,,0,646,0,0,2026-04-22,0
fc_211653,,@arnokiss,,,0,207,0,0,2026-04-22,0
fc_211693,,@mistershot,,,0,10545,0,0,2026-04-22,0
fc_211774,,@truthpurity,,,0,80,0,0,2026-04-22,0
fc_211787,,@gwei-stefani,,,0,136,0,0,2026-04-22,0
fc_211809,,@thewestwood.eth,,,0,226,0,0,2026-04-22,0
fc_211832,,@soarez.eth,,,0,11081,0,0,2026-04-22,0
fc_211843,,@0xf0,,,0,225,0,0,2026-04-22,0
fc_211937,,@bearbaba168.eth,,,0,651,0,0,2026-04-22,0
fc_212074,,@0x-omen.eth,,,0,689,0,0,2026-04-22,0
fc_212111,,@langchain,,,0,2797,0,0,2026-04-22,0
fc_212233,,@hamud,,,0,1767,0,0,2026-04-22,0
fc_212259,,@julieinweb3,,,0,2652,0,0,2026-04-22,0
fc_212342,,@wager,,,0,1097,0,0,2026-04-22,0
fc_212364,,@mats,,,0,1765,0,0,2026-04-22,0
fc_212476,,@harrycanuck,,,0,150,0,0,2026-04-22,0
fc_212556,,@nhagio,,,0,2334,0,0,2026-04-22,0
fc_212581,,@bfresh,,,0,3048,0,0,2026-04-22,0
fc_212652,,@interestedfyi,,,0,468,0,0,2026-04-22,0
fc_212680,,@anishi,,,0,111,0,0,2026-04-22,0
fc_212703,,@civilmonkey,,,0,2362,0,0,2026-04-22,0
fc_212722,,@uniswap,,,0,13691,0,0,2026-04-22,0
fc_213090,,@maximaxi,,,0,79,0,0,2026-04-22,0
fc_213103,,@entwinedlines,,,0,143,0,0,2026-04-22,0
fc_213115,,@edmundedgar.eth,,,0,571,0,0,2026-04-22,0
fc_213144,,@complexlity,,,0,5710,0,0,2026-04-22,0
fc_213222,,@hendrazk,,,0,5277,0,0,2026-04-22,0
fc_213263,,@croth.eth,,,0,1449,0,0,2026-04-22,0
fc_213559,,@mustang,,,0,2415,0,0,2026-04-22,0
fc_213618,,@0xphunk.eth,,,0,1291,0,0,2026-04-22,0
fc_214445,,@abrikos,,,0,1694,0,0,2026-04-22,0
fc_214447,,@yes2crypto.eth,,,0,21783,0,0,2026-04-22,0
fc_214480,,@cbduck,,,0,1057,0,0,2026-04-22,0
fc_214570,,@cav4lier,,,0,2718,0,0,2026-04-22,0
fc_214598,,@thugkitten.eth,,,0,1315,0,0,2026-04-22,0
fc_214605,,@reserve,,,0,942,0,0,2026-04-22,0
fc_214825,,@bulem69,,,0,903,0,0,2026-04-22,0
fc_214841,,@maurice,,,0,2119,0,0,2026-04-22,0
fc_214943,,@acrypto7,,,0,940,0,0,2026-04-22,0
fc_215086,,@andrewmohawk,,,0,372,0,0,2026-04-22,0
fc_215114,,@bixbysnyder.eth,,,0,727,0,0,2026-04-22,0
fc_215164,,@gigimp1,,,0,294,0,0,2026-04-22,0
fc_215223,,@eyesobscura.eth,,,0,684,0,0,2026-04-22,0
fc_215231,,@rathermercurial.eth,,,0,670,0,0,2026-04-22,0
fc_215293,,@blackicon.eth,,,0,275,0,0,2026-04-22,0
fc_215589,,@listen2mm.eth,,,0,1490,0,0,2026-04-22,0
fc_215834,,@zeanw,,,0,201,0,0,2026-04-22,0
fc_215990,,@icansingh,,,0,66,0,0,2026-04-22,0
fc_216451,,@swiss,,,0,923,0,0,2026-04-22,0
fc_216983,,@xmon.eth,,,0,1843,0,0,2026-04-22,0
fc_217155,,@nickplayscrypto,,,0,160,0,0,2026-04-22,0
fc_217234,,@jessicalin,,,0,152,0,0,2026-04-22,0
fc_217248,,@myk,,,0,6950,0,0,2026-04-22,0
fc_217261,,@duckfacts.eth,,,0,3866,0,0,2026-04-22,0
fc_217481,,@pranavj,,,0,61,0,0,2026-04-22,0
