from,to,strength,tier
fc_2480,fc_485787,8,mutual
fc_2480,fc_794899,8,mutual
fc_2480,fc_1457917,8,mutual
fc_2494,fc_20522,8,mutual
fc_2494,fc_210045,8,mutual
fc_2494,fc_408988,8,mutual
fc_2508,fc_9801,8,mutual
fc_2508,fc_14885,8,mutual
fc_2508,fc_204173,8,mutual
fc_2508,fc_428725,8,mutual
fc_2602,fc_14932,8,mutual
fc_2687,fc_7154,8,mutual
fc_2687,fc_437686,8,mutual
fc_2689,fc_10914,8,mutual
fc_2689,fc_1047101,8,mutual
fc_2728,fc_484396,8,mutual
fc_2728,fc_822494,8,mutual
fc_2728,fc_1008490,8,mutual
fc_2736,fc_873957,8,mutual
fc_2736,fc_899923,8,mutual
fc_2736,fc_1020556,8,mutual
fc_2755,fc_1363917,8,mutual
fc_2777,fc_4698,8,mutual
fc_2777,fc_253127,8,mutual
fc_2777,fc_479170,8,mutual
fc_2785,fc_977233,8,mutual
fc_2802,fc_16906,8,mutual
fc_2802,fc_274184,8,mutual
fc_2802,fc_2282539,8,mutual
fc_2842,fc_7596,8,mutual
fc_2842,fc_8131,8,mutual
fc_2842,fc_12224,8,mutual
fc_2842,fc_18580,8,mutual
fc_2855,fc_3253,8,mutual
fc_2855,fc_193826,8,mutual
fc_2855,fc_213263,8,mutual
fc_2855,fc_245124,8,mutual
fc_2855,fc_312016,8,mutual
fc_2855,fc_380998,8,mutual
fc_2855,fc_481970,8,mutual
fc_2855,fc_3199974,8,mutual
fc_2904,fc_208417,8,mutual
fc_2904,fc_386000,8,mutual
fc_2904,fc_389456,8,mutual
fc_2904,fc_1117905,8,mutual
fc_2904,fc_1127682,8,mutual
fc_2911,fc_4254,8,mutual
fc_2928,fc_9635,8,mutual
fc_2928,fc_272109,8,mutual
fc_2969,fc_5406,8,mutual
fc_2969,fc_10900,8,mutual
fc_2969,fc_326765,8,mutual
fc_2969,fc_795542,8,mutual
fc_2969,fc_1074807,8,mutual
fc_2987,fc_3225,8,mutual
fc_2990,fc_13577,8,mutual
fc_2990,fc_17472,8,mutual
fc_2998,fc_15732,8,mutual
fc_2998,fc_248032,8,mutual
fc_3004,fc_14206,8,mutual
fc_3036,fc_5429,8,mutual
fc_3036,fc_16098,8,mutual
fc_3036,fc_20384,8,mutual
fc_3036,fc_378176,8,mutual
fc_3036,fc_509624,8,mutual
fc_3046,fc_269091,8,mutual
fc_3087,fc_4525,8,mutual
fc_3087,fc_193548,8,mutual
fc_3087,fc_795542,8,mutual
fc_3087,fc_1096843,8,mutual
fc_3095,fc_6400,8,mutual
fc_3095,fc_1136819,8,mutual
fc_3103,fc_6097,8,mutual
fc_3103,fc_270593,8,mutual
fc_3103,fc_474644,8,mutual
fc_3103,fc_1611250,8,mutual
fc_3114,fc_795542,8,mutual
fc_3115,fc_20258,8,mutual
fc_3115,fc_280506,8,mutual
fc_3115,fc_1346181,8,mutual
fc_3121,fc_6731,8,mutual
fc_3174,fc_3544,8,mutual
fc_3174,fc_13713,8,mutual
fc_3174,fc_1112413,8,mutual
fc_3186,fc_3854,8,mutual
fc_3186,fc_5874,8,mutual
fc_3189,fc_6596,8,mutual
fc_3189,fc_9270,8,mutual
fc_3189,fc_10695,8,mutual
fc_3189,fc_13089,8,mutual
fc_3189,fc_1346181,8,mutual
fc_3206,fc_8113,8,mutual
fc_3206,fc_1108781,8,mutual
fc_3225,fc_4077,8,mutual
fc_3225,fc_19627,8,mutual
fc_3225,fc_20384,8,mutual
fc_3225,fc_874152,8,mutual
fc_3225,fc_1015455,8,mutual
fc_3237,fc_4077,8,mutual
fc_3237,fc_1127372,8,mutual
fc_3237,fc_1305803,8,mutual
fc_3253,fc_6841,8,mutual
fc_3253,fc_191780,8,mutual
fc_3253,fc_248216,8,mutual
fc_3253,fc_268455,8,mutual
fc_3253,fc_375245,8,mutual
fc_3253,fc_1011461,8,mutual
fc_3253,fc_3199974,8,mutual
fc_3283,fc_10822,8,mutual
fc_3283,fc_11235,8,mutual
fc_3283,fc_16567,8,mutual
fc_3283,fc_309857,8,mutual
fc_3288,fc_6381,8,mutual
fc_3288,fc_10103,8,mutual
fc_3288,fc_18581,8,mutual
fc_3288,fc_217234,8,mutual
fc_3346,fc_316688,8,mutual
fc_3346,fc_1443427,8,mutual
fc_3347,fc_221216,8,mutual
fc_3347,fc_1105923,8,mutual
fc_3347,fc_1115959,8,mutual
fc_3429,fc_238178,8,mutual
fc_3429,fc_309897,8,mutual
fc_3441,fc_8680,8,mutual
fc_3449,fc_5851,8,mutual
fc_3449,fc_193548,8,mutual
fc_3449,fc_807542,8,mutual
fc_3449,fc_1106293,8,mutual
fc_3449,fc_1333080,8,mutual
fc_3449,fc_1365284,8,mutual
fc_3459,fc_10044,8,mutual
fc_3459,fc_347050,8,mutual
fc_3468,fc_232028,8,mutual
fc_3544,fc_3887,8,mutual
fc_3558,fc_1046533,8,mutual
fc_3558,fc_1379431,8,mutual
fc_3609,fc_16405,8,mutual
fc_3621,fc_286992,8,mutual
fc_3621,fc_341454,8,mutual
fc_3621,fc_390184,8,mutual
fc_3621,fc_481873,8,mutual
fc_3621,fc_1045591,8,mutual
fc_3621,fc_1102924,8,mutual
fc_3621,fc_1919963,8,mutual
fc_3621,fc_2541260,8,mutual
fc_3635,fc_263459,8,mutual
fc_3635,fc_267104,8,mutual
fc_3635,fc_270735,8,mutual
fc_3635,fc_423406,8,mutual
fc_3642,fc_743577,8,mutual
fc_3687,fc_4085,8,mutual
fc_3687,fc_4895,8,mutual
fc_3687,fc_9178,8,mutual
fc_3687,fc_11770,8,mutual
fc_3687,fc_212342,8,mutual
fc_3687,fc_324010,8,mutual
fc_3702,fc_469659,8,mutual
fc_3703,fc_4085,8,mutual
fc_3703,fc_9055,8,mutual
fc_3703,fc_11599,8,mutual
fc_3703,fc_12163,8,mutual
fc_3703,fc_13893,8,mutual
fc_3703,fc_190000,8,mutual
fc_3703,fc_212074,8,mutual
fc_3703,fc_375536,8,mutual
fc_3703,fc_971492,8,mutual
fc_3727,fc_9135,8,mutual
fc_3727,fc_270184,8,mutual
fc_3727,fc_692828,8,mutual
fc_3731,fc_4551,8,mutual
fc_3731,fc_9052,8,mutual
fc_3731,fc_266845,8,mutual
fc_3761,fc_6394,8,mutual
fc_3776,fc_3882,8,mutual
fc_3776,fc_8151,8,mutual
fc_3776,fc_20066,8,mutual
fc_3776,fc_211186,8,mutual
fc_3776,fc_780900,8,mutual
fc_3776,fc_1522563,8,mutual
fc_3789,fc_21112,8,mutual
fc_3801,fc_20258,8,mutual
fc_3801,fc_247765,8,mutual
fc_3827,fc_6394,8,mutual
fc_3827,fc_6886,8,mutual
fc_3827,fc_11866,8,mutual
fc_3827,fc_16340,8,mutual
fc_3827,fc_252858,8,mutual
fc_3827,fc_263158,8,mutual
fc_3827,fc_266845,8,mutual
fc_3827,fc_336103,8,mutual
fc_3827,fc_454117,8,mutual
fc_3827,fc_816432,8,mutual
fc_3827,fc_1046968,8,mutual
fc_3827,fc_1143161,8,mutual
fc_3827,fc_1693777,8,mutual
fc_3831,fc_3944,8,mutual
fc_3842,fc_3944,8,mutual
fc_3842,fc_795542,8,mutual
fc_3850,fc_248226,8,mutual
fc_3854,fc_11632,8,mutual
fc_3854,fc_16601,8,mutual
fc_3854,fc_333517,8,mutual
fc_3854,fc_351855,8,mutual
fc_3854,fc_429994,8,mutual
fc_3854,fc_430484,8,mutual
fc_3854,fc_883930,8,mutual
fc_3854,fc_2676909,8,mutual
fc_3854,fc_2702293,8,mutual
fc_3854,fc_3199974,8,mutual
fc_3864,fc_4551,8,mutual
fc_3864,fc_9140,8,mutual
fc_3864,fc_12778,8,mutual
fc_3864,fc_262857,8,mutual
fc_3864,fc_885436,8,mutual
fc_3867,fc_15713,8,mutual
fc_3882,fc_12778,8,mutual
fc_3882,fc_210045,8,mutual
fc_3882,fc_347050,8,mutual
fc_3882,fc_1045847,8,mutual
fc_3887,fc_4979,8,mutual
fc_3887,fc_6791,8,mutual
fc_3887,fc_294493,8,mutual
fc_3887,fc_998695,8,mutual
fc_3887,fc_1083398,8,mutual
fc_3887,fc_1124349,8,mutual
fc_3887,fc_1443427,8,mutual
fc_3895,fc_4564,8,mutual
fc_3895,fc_11344,8,mutual
fc_3895,fc_14299,8,mutual
fc_3895,fc_791687,8,mutual
fc_3928,fc_9222,8,mutual
fc_3928,fc_1024900,8,mutual
fc_3928,fc_1024901,8,mutual
fc_3928,fc_1050560,8,mutual
fc_3928,fc_1346079,8,mutual
fc_3944,fc_9635,8,mutual
fc_3973,fc_5062,8,mutual
fc_3973,fc_10420,8,mutual
fc_4013,fc_1131252,8,mutual
fc_4013,fc_1303458,8,mutual
fc_4013,fc_1322716,8,mutual
fc_4027,fc_4703,8,mutual
fc_4027,fc_405690,8,mutual
fc_4027,fc_1161950,8,mutual
fc_4027,fc_1457917,8,mutual
fc_4036,fc_7318,8,mutual
fc_4036,fc_18152,8,mutual
fc_4036,fc_191475,8,mutual
fc_4036,fc_211272,8,mutual
fc_4071,fc_11770,8,mutual
fc_4071,fc_374302,8,mutual
fc_4077,fc_4413,8,mutual
fc_4077,fc_7479,8,mutual
fc_4077,fc_273430,8,mutual
fc_4077,fc_1024904,8,mutual
fc_4077,fc_1178232,8,mutual
fc_4085,fc_10947,8,mutual
fc_4085,fc_14532,8,mutual
fc_4085,fc_20559,8,mutual
fc_4085,fc_329766,8,mutual
fc_4085,fc_368278,8,mutual
fc_4085,fc_390598,8,mutual
fc_4085,fc_417374,8,mutual
fc_4085,fc_657370,8,mutual
fc_4085,fc_885142,8,mutual
fc_4085,fc_1007423,8,mutual
fc_4085,fc_1087775,8,mutual
fc_4085,fc_1251685,8,mutual
fc_4085,fc_1314464,8,mutual
fc_4085,fc_1462329,8,mutual
fc_4129,fc_235437,8,mutual
fc_4129,fc_1019663,8,mutual
fc_4134,fc_7811,8,mutual
fc_4134,fc_12163,8,mutual
fc_4134,fc_20270,8,mutual
fc_4134,fc_190597,8,mutual
fc_4134,fc_309567,8,mutual
fc_4134,fc_1140014,8,mutual
fc_4134,fc_1461476,8,mutual
fc_4155,fc_10677,8,mutual
fc_4155,fc_10765,8,mutual
fc_4163,fc_11961,8,mutual
fc_4163,fc_253385,8,mutual
fc_4163,fc_347050,8,mutual
fc_4163,fc_1024885,8,mutual
fc_4163,fc_1134743,8,mutual
fc_4167,fc_16214,8,mutual
fc_4167,fc_16601,8,mutual
fc_4167,fc_247865,8,mutual
fc_4167,fc_408811,8,mutual
fc_4167,fc_1365284,8,mutual
fc_4167,fc_1399558,8,mutual
fc_4167,fc_1490687,8,mutual
fc_4167,fc_2428169,8,mutual
fc_4181,fc_15255,8,mutual
fc_4181,fc_308433,8,mutual
fc_4181,fc_479552,8,mutual
fc_4204,fc_7806,8,mutual
fc_4204,fc_20691,8,mutual
fc_4204,fc_235510,8,mutual
fc_4204,fc_1268915,8,mutual
fc_4215,fc_265749,8,mutual
fc_4215,fc_274184,8,mutual
fc_4215,fc_319431,8,mutual
fc_4243,fc_282596,8,mutual
fc_4254,fc_344019,8,mutual
fc_4256,fc_10900,8,mutual
fc_4256,fc_19764,8,mutual
fc_4256,fc_346063,8,mutual
fc_4256,fc_1075107,8,mutual
fc_4256,fc_1089844,8,mutual
fc_4256,fc_1097636,8,mutual
fc_4268,fc_6786,8,mutual
fc_4268,fc_243818,8,mutual
fc_4268,fc_252858,8,mutual
fc_4268,fc_417851,8,mutual
fc_4268,fc_446441,8,mutual
fc_4268,fc_883930,8,mutual
fc_4276,fc_9917,8,mutual
fc_4276,fc_10840,8,mutual
fc_4276,fc_193423,8,mutual
fc_4286,fc_9410,8,mutual
fc_4313,fc_316688,8,mutual
fc_4327,fc_217248,8,mutual
fc_4327,fc_247997,8,mutual
fc_4327,fc_442732,8,mutual
fc_4327,fc_859424,8,mutual
fc_4327,fc_1251685,8,mutual
fc_4339,fc_4612,8,mutual
fc_4351,fc_1075363,8,mutual
fc_4353,fc_1112487,8,mutual
fc_4368,fc_492601,8,mutual
fc_4373,fc_9650,8,mutual
fc_4375,fc_874152,8,mutual
fc_4407,fc_13901,8,mutual
fc_4407,fc_386390,8,mutual
fc_4407,fc_1097636,8,mutual
fc_4408,fc_16522,8,mutual
fc_4408,fc_20005,8,mutual
fc_4408,fc_216983,8,mutual
fc_4413,fc_5951,8,mutual
fc_4413,fc_11818,8,mutual
fc_4413,fc_347050,8,mutual
fc_4434,fc_1100071,8,mutual
fc_4447,fc_6500,8,mutual
fc_4461,fc_17318,8,mutual
fc_4461,fc_849065,8,mutual
fc_4461,fc_1146937,8,mutual
fc_4461,fc_1167683,8,mutual
fc_4463,fc_416094,8,mutual
fc_4463,fc_1097636,8,mutual
fc_4473,fc_5288,8,mutual
fc_4473,fc_5874,8,mutual
fc_4473,fc_212342,8,mutual
fc_4483,fc_938023,8,mutual
fc_4505,fc_399498,8,mutual
fc_4521,fc_5685,8,mutual
fc_4523,fc_263326,8,mutual
fc_4525,fc_213144,8,mutual
fc_4528,fc_9459,8,mutual
fc_4528,fc_10976,8,mutual
fc_4528,fc_12048,8,mutual
fc_4528,fc_216983,8,mutual
fc_4528,fc_308433,8,mutual
fc_4528,fc_369441,8,mutual
fc_4528,fc_381957,8,mutual
fc_4528,fc_794899,8,mutual
fc_4528,fc_1421450,8,mutual
fc_4540,fc_204173,8,mutual
fc_4564,fc_18843,8,mutual
fc_4564,fc_734607,8,mutual
fc_4564,fc_1082275,8,mutual
fc_4565,fc_8173,8,mutual
fc_4565,fc_263314,8,mutual
fc_4567,fc_13323,8,mutual
fc_4567,fc_213618,8,mutual
fc_4567,fc_321476,8,mutual
fc_4567,fc_335087,8,mutual
fc_4567,fc_502565,8,mutual
fc_4567,fc_797859,8,mutual
fc_4567,fc_859977,8,mutual
fc_4567,fc_1368424,8,mutual
fc_4567,fc_1425279,8,mutual
fc_4567,fc_1439821,8,mutual
fc_4567,fc_2272376,8,mutual
fc_4612,fc_6886,8,mutual
fc_4612,fc_12944,8,mutual
fc_4622,fc_240247,8,mutual
fc_4622,fc_871839,8,mutual
fc_4632,fc_10914,8,mutual
fc_4632,fc_190000,8,mutual
fc_4632,fc_1108781,8,mutual
fc_4632,fc_1430913,8,mutual
fc_4665,fc_15792,8,mutual
fc_4665,fc_17356,8,mutual
fc_4665,fc_242052,8,mutual
fc_4665,fc_253385,8,mutual
fc_4665,fc_1101530,8,mutual
fc_4665,fc_1108991,8,mutual
fc_4698,fc_389389,8,mutual
fc_4698,fc_541455,8,mutual
fc_4703,fc_193158,8,mutual
fc_4703,fc_244344,8,mutual
fc_4703,fc_248339,8,mutual
fc_4703,fc_270415,8,mutual
fc_4703,fc_409573,8,mutual
fc_4715,fc_6500,8,mutual
fc_4715,fc_215589,8,mutual
fc_4715,fc_364953,8,mutual
fc_4715,fc_423770,8,mutual
fc_4715,fc_510796,8,mutual
fc_4715,fc_1357539,8,mutual
fc_4724,fc_277644,8,mutual
fc_4724,fc_1611250,8,mutual
fc_4753,fc_196266,8,mutual
fc_4790,fc_8113,8,mutual
fc_4877,fc_16906,8,mutual
fc_4877,fc_196142,8,mutual
fc_4877,fc_240932,8,mutual
fc_4877,fc_393331,8,mutual
fc_4877,fc_432160,8,mutual
fc_4877,fc_1357539,8,mutual
fc_4894,fc_4973,8,mutual
fc_4895,fc_12725,8,mutual
fc_4895,fc_16355,8,mutual
fc_4895,fc_18975,8,mutual
fc_4895,fc_316387,8,mutual
fc_4895,fc_336103,8,mutual
fc_4895,fc_847717,8,mutual
fc_4895,fc_1089601,8,mutual
fc_4901,fc_1322716,8,mutual
fc_4904,fc_6986,8,mutual
fc_4904,fc_11299,8,mutual
fc_4904,fc_203751,8,mutual
fc_4904,fc_1457917,8,mutual
fc_4905,fc_9507,8,mutual
fc_4905,fc_196142,8,mutual
fc_4905,fc_347860,8,mutual
fc_4905,fc_509587,8,mutual
fc_4905,fc_1117905,8,mutual
fc_4905,fc_2850895,8,mutual
fc_4909,fc_13121,8,mutual
fc_4909,fc_889972,8,mutual
fc_4914,fc_898611,8,mutual
fc_4923,fc_9140,8,mutual
fc_4923,fc_20603,8,mutual
fc_4923,fc_296632,8,mutual
fc_4923,fc_326995,8,mutual
fc_4923,fc_388416,8,mutual
fc_4923,fc_483365,8,mutual
fc_4923,fc_675829,8,mutual
fc_4923,fc_885142,8,mutual
fc_4923,fc_1088398,8,mutual
fc_4973,fc_527771,8,mutual
fc_4973,fc_1086906,8,mutual
fc_4979,fc_227623,8,mutual
fc_4979,fc_295879,8,mutual
fc_4979,fc_940034,8,mutual
fc_4995,fc_11299,8,mutual
fc_4995,fc_192257,8,mutual
fc_4995,fc_215589,8,mutual
fc_4995,fc_313108,8,mutual
fc_4996,fc_569057,8,mutual
fc_5034,fc_416094,8,mutual
fc_5062,fc_8152,8,mutual
fc_5062,fc_11984,8,mutual
fc_5062,fc_193826,8,mutual
fc_5062,fc_218957,8,mutual
fc_5062,fc_253385,8,mutual
fc_5062,fc_308588,8,mutual
fc_5062,fc_340986,8,mutual
fc_5062,fc_417554,8,mutual
fc_5062,fc_1419449,8,mutual
fc_5094,fc_504199,8,mutual
fc_5114,fc_12297,8,mutual
fc_5114,fc_15983,8,mutual
fc_5114,fc_20869,8,mutual
fc_5114,fc_241466,8,mutual
fc_5114,fc_1017825,8,mutual
fc_5114,fc_1129272,8,mutual
fc_5142,fc_234568,8,mutual
fc_5142,fc_234691,8,mutual
fc_5142,fc_307705,8,mutual
fc_5142,fc_354795,8,mutual
fc_5142,fc_357946,8,mutual
fc_5142,fc_395053,8,mutual
fc_5142,fc_401491,8,mutual
fc_5142,fc_403020,8,mutual
fc_5142,fc_411689,8,mutual
fc_5142,fc_418671,8,mutual
fc_5142,fc_911676,8,mutual
fc_5186,fc_8794,8,mutual
fc_5254,fc_9134,8,mutual
fc_5254,fc_14206,8,mutual
fc_5254,fc_249321,8,mutual
fc_5254,fc_995617,8,mutual
fc_5254,fc_1382907,8,mutual
fc_5288,fc_9412,8,mutual
fc_5395,fc_471215,8,mutual
fc_5406,fc_6245,8,mutual
fc_5406,fc_9055,8,mutual
fc_5406,fc_9218,8,mutual
fc_5406,fc_296632,8,mutual
fc_5406,fc_1357671,8,mutual
fc_5406,fc_1379431,8,mutual
fc_5429,fc_20258,8,mutual
fc_5429,fc_20384,8,mutual
fc_5429,fc_344019,8,mutual
fc_5429,fc_350139,8,mutual
fc_5429,fc_1112413,8,mutual
fc_5431,fc_268438,8,mutual
fc_5431,fc_375193,8,mutual
fc_5431,fc_456627,8,mutual
fc_5431,fc_885142,8,mutual
fc_5431,fc_2850895,8,mutual
fc_5451,fc_13901,8,mutual
fc_5478,fc_416094,8,mutual
fc_5486,fc_278347,8,mutual
fc_5486,fc_294514,8,mutual
fc_5486,fc_295841,8,mutual
fc_5486,fc_309091,8,mutual
fc_5486,fc_408302,8,mutual
fc_5486,fc_454145,8,mutual
fc_5486,fc_476113,8,mutual
fc_5494,fc_11388,8,mutual
fc_5494,fc_353140,8,mutual
fc_5494,fc_380998,8,mutual
fc_5494,fc_389456,8,mutual
fc_5494,fc_515449,8,mutual
fc_5494,fc_885142,8,mutual
fc_5494,fc_1313730,8,mutual
fc_5511,fc_8942,8,mutual
fc_5511,fc_18586,8,mutual
fc_5511,fc_218950,8,mutual
fc_5511,fc_243818,8,mutual
fc_5511,fc_529721,8,mutual
fc_5511,fc_816432,8,mutual
fc_5511,fc_904060,8,mutual
fc_5511,fc_1323461,8,mutual
fc_5511,fc_1452338,8,mutual
fc_5543,fc_14199,8,mutual
fc_5543,fc_15211,8,mutual
fc_5543,fc_210045,8,mutual
fc_5543,fc_296687,8,mutual
fc_5543,fc_336103,8,mutual
fc_5543,fc_373904,8,mutual
fc_5543,fc_1117905,8,mutual
fc_5557,fc_240987,8,mutual
fc_5650,fc_10420,8,mutual
fc_5650,fc_10765,8,mutual
fc_5650,fc_19791,8,mutual
fc_5694,fc_7154,8,mutual
fc_5694,fc_19791,8,mutual
fc_5694,fc_368154,8,mutual
fc_5694,fc_507436,8,mutual
fc_5698,fc_337781,8,mutual
fc_5698,fc_1392108,8,mutual
fc_5701,fc_191775,8,mutual
fc_5701,fc_240932,8,mutual
fc_5701,fc_311933,8,mutual
fc_5708,fc_243139,8,mutual
fc_5708,fc_675806,8,mutual
fc_5713,fc_20005,8,mutual
fc_5713,fc_20066,8,mutual
fc_5713,fc_2477539,8,mutual
fc_5774,fc_8765,8,mutual
fc_5774,fc_12111,8,mutual
fc_5774,fc_208417,8,mutual
fc_5774,fc_210628,8,mutual
fc_5774,fc_308433,8,mutual
fc_5774,fc_388569,8,mutual
fc_5774,fc_837137,8,mutual
fc_5774,fc_1040819,8,mutual
fc_5774,fc_1046968,8,mutual
fc_5774,fc_1047052,8,mutual
fc_5774,fc_1075107,8,mutual
fc_5774,fc_1759857,8,mutual
fc_5787,fc_268455,8,mutual
fc_5787,fc_279477,8,mutual
fc_5787,fc_1016509,8,mutual
fc_5818,fc_12048,8,mutual
fc_5818,fc_12990,8,mutual
fc_5818,fc_408811,8,mutual
fc_5818,fc_430484,8,mutual
fc_5818,fc_1020698,8,mutual
fc_5818,fc_1251272,8,mutual
fc_5818,fc_1251685,8,mutual
fc_5818,fc_1399558,8,mutual
fc_5851,fc_11235,8,mutual
fc_5862,fc_6591,8,mutual
fc_5874,fc_887004,8,mutual
fc_5874,fc_1006246,8,mutual
fc_5925,fc_18229,8,mutual
fc_5951,fc_6381,8,mutual
fc_5951,fc_210747,8,mutual
fc_5952,fc_11235,8,mutual
fc_5952,fc_346110,8,mutual
fc_5953,fc_369473,8,mutual
fc_6015,fc_10610,8,mutual
fc_6015,fc_521248,8,mutual
fc_6015,fc_1008876,8,mutual
fc_6015,fc_1097690,8,mutual
fc_6023,fc_9698,8,mutual
fc_6048,fc_8173,8,mutual
fc_6048,fc_292642,8,mutual
fc_6048,fc_326995,8,mutual
fc_6048,fc_417374,8,mutual
fc_6048,fc_446441,8,mutual
fc_6048,fc_1020698,8,mutual
fc_6083,fc_197201,8,mutual
fc_6083,fc_3199974,8,mutual
fc_6090,fc_548596,8,mutual
fc_6097,fc_8637,8,mutual
fc_6097,fc_263333,8,mutual
fc_6097,fc_333517,8,mutual
fc_6097,fc_794899,8,mutual
fc_6097,fc_1319768,8,mutual
fc_6097,fc_1611671,8,mutual
fc_6097,fc_3199974,8,mutual
fc_6112,fc_1111631,8,mutual
fc_6131,fc_15983,8,mutual
fc_6131,fc_16863,8,mutual
fc_6131,fc_296632,8,mutual
fc_6162,fc_6381,8,mutual
fc_6162,fc_19808,8,mutual
fc_6162,fc_199989,8,mutual
fc_6162,fc_205077,8,mutual
fc_6162,fc_265506,8,mutual
fc_6162,fc_407763,8,mutual
fc_6162,fc_1075107,8,mutual
fc_6196,fc_15750,8,mutual
fc_6196,fc_19725,8,mutual
fc_6196,fc_328068,8,mutual
fc_6196,fc_1049789,8,mutual
fc_6196,fc_1086872,8,mutual
fc_6196,fc_1173228,8,mutual
fc_6196,fc_1246412,8,mutual
fc_6196,fc_1422526,8,mutual
fc_6196,fc_1542732,8,mutual
fc_6196,fc_2181690,8,mutual
fc_6245,fc_190108,8,mutual
fc_6245,fc_215223,8,mutual
fc_6245,fc_326040,8,mutual
fc_6245,fc_1097270,8,mutual
fc_6373,fc_296632,8,mutual
fc_6373,fc_390829,8,mutual
fc_6373,fc_455965,8,mutual
fc_6373,fc_499783,8,mutual
fc_6376,fc_10044,8,mutual
fc_6376,fc_252858,8,mutual
fc_6376,fc_384715,8,mutual
fc_6381,fc_6886,8,mutual
fc_6381,fc_210747,8,mutual
fc_6381,fc_378416,8,mutual
fc_6394,fc_245124,8,mutual
fc_6394,fc_982794,8,mutual
fc_6394,fc_1365284,8,mutual
fc_6400,fc_217248,8,mutual
fc_6400,fc_481873,8,mutual
fc_6400,fc_866151,8,mutual
fc_6500,fc_15732,8,mutual
fc_6500,fc_18763,8,mutual
fc_6500,fc_230941,8,mutual
fc_6500,fc_238564,8,mutual
fc_6500,fc_346063,8,mutual
fc_6500,fc_1015735,8,mutual
fc_6500,fc_1399558,8,mutual
fc_6591,fc_9507,8,mutual
fc_6591,fc_10685,8,mutual
fc_6591,fc_15513,8,mutual
fc_6591,fc_18580,8,mutual
fc_6591,fc_20603,8,mutual
fc_6591,fc_188665,8,mutual
fc_6591,fc_215231,8,mutual
fc_6591,fc_217719,8,mutual
fc_6591,fc_428431,8,mutual
fc_6591,fc_1117905,8,mutual
fc_6591,fc_1127682,8,mutual
fc_6591,fc_1337995,8,mutual
fc_6591,fc_2856987,8,mutual
fc_6596,fc_247865,8,mutual
fc_6596,fc_463566,8,mutual
fc_6596,fc_1365284,8,mutual
fc_6598,fc_218950,8,mutual
fc_6622,fc_236443,8,mutual
fc_6622,fc_375831,8,mutual
fc_6622,fc_426167,8,mutual
fc_6622,fc_436728,8,mutual
fc_6622,fc_1363917,8,mutual
fc_6622,fc_3199974,8,mutual
fc_6731,fc_457339,8,mutual
fc_6786,fc_268438,8,mutual
fc_6786,fc_1770601,8,mutual
fc_6786,fc_2401428,8,mutual
fc_6786,fc_2873977,8,mutual
fc_6804,fc_16355,8,mutual
fc_6804,fc_1457917,8,mutual
fc_6806,fc_9140,8,mutual
fc_6806,fc_9459,8,mutual
fc_6806,fc_21431,8,mutual
fc_6806,fc_424372,8,mutual
fc_6806,fc_853773,8,mutual
fc_6806,fc_1113637,8,mutual
fc_6806,fc_1143761,8,mutual
fc_6806,fc_1251685,8,mutual
fc_6815,fc_248226,8,mutual
fc_6815,fc_887004,8,mutual
fc_6815,fc_1357539,8,mutual
fc_6841,fc_8481,8,mutual
fc_6841,fc_20522,8,mutual
fc_6841,fc_499783,8,mutual
fc_6841,fc_507436,8,mutual
fc_6841,fc_507578,8,mutual
fc_6841,fc_729955,8,mutual
fc_6841,fc_1075593,8,mutual
fc_6841,fc_1393208,8,mutual
fc_6841,fc_1457917,8,mutual
fc_6846,fc_7811,8,mutual
fc_6886,fc_188146,8,mutual
fc_6886,fc_1044514,8,mutual
fc_6906,fc_1522662,8,mutual
fc_6906,fc_2622565,8,mutual
fc_7008,fc_282355,8,mutual
fc_7021,fc_8949,8,mutual
fc_7074,fc_198811,8,mutual
fc_7074,fc_235437,8,mutual
fc_7074,fc_282184,8,mutual
fc_7097,fc_408988,8,mutual
fc_7143,fc_16906,8,mutual
fc_7143,fc_272109,8,mutual
fc_7143,fc_296632,8,mutual
fc_7143,fc_479608,8,mutual
fc_7143,fc_489795,8,mutual
fc_7143,fc_1183152,8,mutual
fc_7171,fc_1346079,8,mutual
fc_7181,fc_11299,8,mutual
fc_7181,fc_16236,8,mutual
fc_7181,fc_822727,8,mutual
fc_7212,fc_9140,8,mutual
fc_7212,fc_12731,8,mutual
fc_7212,fc_327414,8,mutual
fc_7212,fc_456627,8,mutual
fc_7212,fc_1300255,8,mutual
fc_7237,fc_14885,8,mutual
fc_7237,fc_17472,8,mutual
fc_7237,fc_247765,8,mutual
fc_7237,fc_277644,8,mutual
fc_7237,fc_294896,8,mutual
fc_7237,fc_1016509,8,mutual
fc_7237,fc_1046533,8,mutual
fc_7237,fc_1141980,8,mutual
fc_7237,fc_1364378,8,mutual
fc_7237,fc_1450514,8,mutual
fc_7251,fc_13418,8,mutual
fc_7288,fc_381293,8,mutual
fc_7341,fc_8147,8,mutual
fc_7341,fc_13893,8,mutual
fc_7341,fc_15211,8,mutual
fc_7341,fc_318856,8,mutual
fc_7341,fc_514113,8,mutual
fc_7341,fc_665530,8,mutual
fc_7413,fc_196810,8,mutual
fc_7413,fc_484277,8,mutual
fc_7427,fc_399498,8,mutual
fc_7464,fc_14206,8,mutual
fc_7464,fc_382890,8,mutual
fc_7464,fc_411449,8,mutual
