person_id,twitter,farcaster,linkedin,debank,twitter_likes,twitter_comments,twitter_reposts,farcaster_recasts,farcaster_replies,linkedin_recommendations,linkedin_endorsements,debank_transactions,twitter_followers,farcaster_followers,linkedin_connections,debank_followers,last_interaction,interaction_score
tw_14807093,@user_14807093,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14807898,@user_14807898,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14808009,@user_14808009,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_148112305,@user_148112305,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14813088,@user_14813088,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14814905,@user_14814905,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_148204565,@user_148204565,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14823126,@user_14823126,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14824849,@user_14824849,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14831118,@user_14831118,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14834340,@user_14834340,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14837184,@user_14837184,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14838508,@user_14838508,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14844734,@user_14844734,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14847279,@user_14847279,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14848513,@user_14848513,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_148496087,@user_148496087,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_148497957,@user_148497957,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14856594,@user_14856594,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14865059,@user_14865059,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14865325,@user_14865325,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14869988,@user_14869988,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14870178,@user_14870178,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14874480,@user_14874480,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_148745060,@user_148745060,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14876672,@user_14876672,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14880937,@user_14880937,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14885549,@user_14885549,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14885693,@user_14885693,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14888584,@user_14888584,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_148995265,@user_148995265,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_149027072,@user_149027072,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14903310,@user_14903310,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14909968,@user_14909968,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14922225,@user_14922225,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14925700,@user_14925700,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14927276,@user_14927276,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_149276260,@user_149276260,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_149292003,@user_149292003,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_149308499,@user_149308499,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14932753,@user_14932753,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14934739,@user_14934739,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14934818,@user_14934818,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14935647,@user_14935647,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14936377,@user_14936377,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14939981,@user_14939981,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14940354,@user_14940354,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14944532,@user_14944532,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14944566,@user_14944566,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14946893,@user_14946893,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14946999,@user_14946999,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14949810,@user_14949810,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14950586,@user_14950586,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_149538028,@user_149538028,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14955344,@user_14955344,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14964767,@user_14964767,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_149657313,@user_149657313,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_149660084,@user_149660084,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_149680650,@user_149680650,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14971414,@user_14971414,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14976574,@user_14976574,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14977290,@user_14977290,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14982575,@user_14982575,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14982625,@user_14982625,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14983833,@user_14983833,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14984003,@user_14984003,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14985228,@user_14985228,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14990062,@user_14990062,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14990751,@user_14990751,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14994465,@user_14994465,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14996995,@user_14996995,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_14999606,@user_14999606,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15006743,@user_15006743,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15006779,@user_15006779,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_150070308,@user_150070308,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15010370,@user_15010370,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15013234,@user_15013234,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_1501471,@user_1501471,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15015040,@user_15015040,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15018214,@user_15018214,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15023872,@user_15023872,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_150273565,@user_150273565,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15029953,@user_15029953,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_150347034,@user_150347034,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_1504011,@user_1504011,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15041845,@user_15041845,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15048204,@user_15048204,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15053372,@user_15053372,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15057943,@user_15057943,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15060582,@user_15060582,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15062727,@user_15062727,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15066760,@user_15066760,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15068719,@user_15068719,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15070224,@user_15070224,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15078306,@user_15078306,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15083606,@user_15083606,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15087011,@user_15087011,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15088772,@user_15088772,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15091978,@user_15091978,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15092914,@user_15092914,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15096859,@user_15096859,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15097566,@user_15097566,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15097618,@user_15097618,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15098511,@user_15098511,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15099384,@user_15099384,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15102849,@user_15102849,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_151060603,@user_151060603,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15111389,@user_15111389,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15112961,@user_15112961,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15117459,@user_15117459,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15117984,@user_15117984,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15119140,@user_15119140,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15119691,@user_15119691,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15120464,@user_15120464,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_151269051,@user_151269051,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15130498,@user_15130498,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15130614,@user_15130614,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15131310,@user_15131310,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_151338729,@user_151338729,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15134057,@user_15134057,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15134240,@user_15134240,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15134782,@user_15134782,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15135697,@user_15135697,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15135752,@user_15135752,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15139281,@user_15139281,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_151495845,@user_151495845,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_151505240,@user_151505240,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15150609,@user_15150609,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15151229,@user_15151229,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15153,@user_15153,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15154217,@user_15154217,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15154767,@user_15154767,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15160273,@user_15160273,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15162193,@user_15162193,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15164565,@user_15164565,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15165493,@user_15165493,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15165502,@user_15165502,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15165865,@user_15165865,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15169116,@user_15169116,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15169196,@user_15169196,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_151711230,@user_151711230,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15174477,@user_15174477,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15178133,@user_15178133,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15180686,@user_15180686,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_151924135,@user_151924135,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15195755,@user_15195755,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15199325,@user_15199325,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_152065057,@user_152065057,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15207550,@user_15207550,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_152137231,@user_152137231,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15215771,@user_15215771,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15216860,@user_15216860,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15217406,@user_15217406,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15220205,@user_15220205,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15221950,@user_15221950,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15222083,@user_15222083,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15222806,@user_15222806,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15224867,@user_15224867,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15225127,@user_15225127,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15227791,@user_15227791,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15234407,@user_15234407,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15234657,@user_15234657,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15234679,@user_15234679,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15247902,@user_15247902,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15248360,@user_15248360,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15249156,@user_15249156,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15249171,@user_15249171,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15252359,@user_15252359,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15252736,@user_15252736,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15258562,@user_15258562,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15259010,@user_15259010,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_152714766,@user_152714766,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15271920,@user_15271920,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15279429,@user_15279429,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15279452,@user_15279452,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15281911,@user_15281911,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15287678,@user_15287678,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15290441,@user_15290441,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15290899,@user_15290899,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15292252,@user_15292252,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15294801,@user_15294801,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15300838,@user_15300838,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_153066964,@user_153066964,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_153069336,@user_153069336,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_153087224,@user_153087224,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_153149305,@user_153149305,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_153181186,@user_153181186,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15319993,@user_15319993,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_153226312,@user_153226312,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15332302,@user_15332302,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15342811,@user_15342811,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15343773,@user_15343773,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_153449917,@user_153449917,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15345111,@user_15345111,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15350768,@user_15350768,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_153538346,@user_153538346,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15357608,@user_15357608,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15365519,@user_15365519,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15368404,@user_15368404,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15373824,@user_15373824,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15375238,@user_15375238,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_153784150,@user_153784150,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15383,@user_15383,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15387870,@user_15387870,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15389382,@user_15389382,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15395001,@user_15395001,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15396961,@user_15396961,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15398974,@user_15398974,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15402623,@user_15402623,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_154070583,@user_154070583,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15407619,@user_15407619,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15410096,@user_15410096,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15410758,@user_15410758,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15411797,@user_15411797,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15416485,@user_15416485,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15419775,@user_15419775,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15422847,@user_15422847,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_154228653,@user_154228653,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15423373,@user_15423373,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_154309021,@user_154309021,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15430929,@user_15430929,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15431856,@user_15431856,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15435220,@user_15435220,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15439395,@user_15439395,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15440806,@user_15440806,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15446336,@user_15446336,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15447248,@user_15447248,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15451233,@user_15451233,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15454228,@user_15454228,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_154544941,@user_154544941,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15459980,@user_15459980,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15461733,@user_15461733,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_154619001,@user_154619001,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_154639081,@user_154639081,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_154708725,@user_154708725,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15472368,@user_15472368,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15473958,@user_15473958,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15474878,@user_15474878,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15477120,@user_15477120,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15484063,@user_15484063,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15485441,@user_15485441,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15485915,@user_15485915,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15486823,@user_15486823,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15488968,@user_15488968,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15489348,@user_15489348,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15492359,@user_15492359,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15494342,@user_15494342,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15495464,@user_15495464,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15500649,@user_15500649,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15513604,@user_15513604,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15518450,@user_15518450,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15519544,@user_15519544,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15520280,@user_15520280,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15526617,@user_15526617,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15526913,@user_15526913,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15527013,@user_15527013,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15532765,@user_15532765,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15533823,@user_15533823,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_155370367,@user_155370367,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_155403330,@user_155403330,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_155661154,@user_155661154,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_155688134,@user_155688134,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_155709334,@user_155709334,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15575251,@user_15575251,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_155763316,@user_155763316,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15576928,@user_15576928,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15578561,@user_15578561,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15578992,@user_15578992,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15581082,@user_15581082,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15582769,@user_15582769,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15584619,@user_15584619,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15587500,@user_15587500,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15591032,@user_15591032,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_155951259,@user_155951259,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_155969606,@user_155969606,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_155976326,@user_155976326,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_156027745,@user_156027745,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_156076078,@user_156076078,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_156082710,@user_156082710,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_156136958,@user_156136958,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_156176094,@user_156176094,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_156279258,@user_156279258,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_1562971,@user_1562971,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15633626,@user_15633626,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_156349747,@user_156349747,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15638249,@user_15638249,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15639558,@user_15639558,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15640349,@user_15640349,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15642029,@user_15642029,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15642209,@user_15642209,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15643370,@user_15643370,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15647676,@user_15647676,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15649433,@user_15649433,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15653423,@user_15653423,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15657647,@user_15657647,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15658051,@user_15658051,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_156588288,@user_156588288,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15661871,@user_15661871,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15663318,@user_15663318,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15666380,@user_15666380,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15667666,@user_15667666,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_156686588,@user_156686588,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15670515,@user_15670515,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15680097,@user_15680097,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15680204,@user_15680204,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15681129,@user_15681129,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15682352,@user_15682352,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15687962,@user_15687962,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15690382,@user_15690382,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15693493,@user_15693493,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15702621,@user_15702621,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_157060348,@user_157060348,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15706128,@user_15706128,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15712979,@user_15712979,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_15716046,@user_15716046,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
