from,to,strength,tier
tw_144040563,tw_8001572,8,mutual
tw_15092914,tw_17290922,8,mutual
tw_258140947,tw_56860418,8,mutual
tw_12199652,tw_849131,8,mutual
tw_234018448,tw_373164918,8,mutual
tw_10032112,tw_21764343,8,mutual
tw_14603515,tw_1880781,8,mutual
tw_271753649,tw_273452154,8,mutual
tw_20397258,tw_59804598,8,mutual
tw_276575319,tw_93905958,8,mutual
tw_5538252,tw_8596922,8,mutual
tw_145129229,tw_254839786,8,mutual
tw_16526462,tw_49785880,8,mutual
tw_105880821,tw_20703666,8,mutual
tw_23917224,tw_80837233,8,mutual
tw_5750612,tw_922,8,mutual
tw_115444551,tw_17552077,8,mutual
tw_128246454,tw_15983991,8,mutual
tw_15814666,tw_20888597,8,mutual
tw_15869453,tw_80934588,8,mutual
tw_270231980,tw_343051634,8,mutual
tw_106118793,tw_138527390,8,mutual
tw_2172,tw_657863,8,mutual
tw_14716974,tw_18715024,8,mutual
tw_15519544,tw_6633692,8,mutual
tw_16334824,tw_58287188,8,mutual
tw_405142873,tw_61033129,8,mutual
tw_13869742,tw_25249814,8,mutual
tw_16440181,tw_20309234,8,mutual
tw_14983833,tw_161555365,8,mutual
tw_18999841,tw_4197051,8,mutual
tw_121825928,tw_16475194,8,mutual
tw_14985228,tw_2317921,8,mutual
tw_3443591,tw_8541492,8,mutual
tw_16134428,tw_23128967,8,mutual
tw_122557484,tw_178456134,8,mutual
tw_150273565,tw_230891041,8,mutual
tw_27050042,tw_28161405,8,mutual
tw_14217624,tw_82932549,8,mutual
tw_179800773,tw_205720784,8,mutual
tw_16129920,tw_24773177,8,mutual
tw_17674486,tw_20340070,8,mutual
tw_191548936,tw_69029861,8,mutual
tw_13229902,tw_19040580,8,mutual
tw_277284626,tw_61819832,8,mutual
tw_116952434,tw_37532342,8,mutual
tw_223702895,tw_419004209,8,mutual
tw_21181059,tw_41825972,8,mutual
tw_21755787,tw_80245884,8,mutual
tw_113463725,tw_12730882,8,mutual
tw_16504528,tw_66499322,8,mutual
tw_14654965,tw_44507340,8,mutual
tw_374833275,tw_392468646,8,mutual
tw_148745060,tw_217796457,8,mutual
tw_41172837,tw_46537966,8,mutual
tw_15160273,tw_20935355,8,mutual
tw_158506294,tw_78350804,8,mutual
tw_202195505,tw_26929220,8,mutual
tw_128626186,tw_18072400,8,mutual
tw_271753649,tw_292915903,8,mutual
tw_1241441,tw_141021153,8,mutual
tw_15680204,tw_309366491,8,mutual
tw_170702519,tw_212340401,8,mutual
tw_115943336,tw_137775682,8,mutual
tw_104301012,tw_183786731,8,mutual
tw_249950079,tw_271658840,8,mutual
tw_52361963,tw_79839110,8,mutual
tw_151338729,tw_72818790,8,mutual
tw_17001435,tw_6519522,8,mutual
tw_215343979,tw_258677858,8,mutual
tw_25019166,tw_55270849,8,mutual
tw_30484440,tw_68668098,8,mutual
tw_399644859,tw_523832656,8,mutual
tw_203780116,tw_36198161,8,mutual
tw_113763153,tw_19676802,8,mutual
tw_25421732,tw_28482819,8,mutual
tw_16372635,tw_20888597,8,mutual
tw_22413809,tw_8079892,8,mutual
tw_13348,tw_9534522,8,mutual
tw_479854996,tw_77618627,8,mutual
tw_130897520,tw_294430454,8,mutual
tw_6688272,tw_732073,8,mutual
tw_288404606,tw_351641666,8,mutual
tw_116952434,tw_91359384,8,mutual
tw_25964256,tw_38685348,8,mutual
tw_184097849,tw_196429355,8,mutual
tw_22872643,tw_809760,8,mutual
tw_252887163,tw_48939443,8,mutual
tw_111047033,tw_259445045,8,mutual
tw_187744415,tw_190643482,8,mutual
tw_15221950,tw_43287595,8,mutual
tw_25362174,tw_40252336,8,mutual
tw_217856118,tw_294829774,8,mutual
tw_42361118,tw_7377812,8,mutual
tw_19311729,tw_238308325,8,mutual
tw_15680204,tw_19676802,8,mutual
tw_18131961,tw_6539592,8,mutual
tw_439788025,tw_83943787,8,mutual
tw_213777144,tw_228467950,8,mutual
tw_1065921,tw_1247691,8,mutual
tw_211933541,tw_214117797,8,mutual
tw_14874480,tw_813286,8,mutual
tw_21554226,tw_8004732,8,mutual
tw_15287678,tw_25766898,8,mutual
tw_116498875,tw_461410856,8,mutual
tw_18859819,tw_19732725,8,mutual
tw_22679419,tw_66791268,8,mutual
tw_121281725,tw_126444583,8,mutual
tw_22841103,tw_24942585,8,mutual
tw_18993395,tw_51162310,8,mutual
tw_14444530,tw_16112634,8,mutual
tw_31061079,tw_94414805,8,mutual
tw_43822174,tw_61592079,8,mutual
tw_294361452,tw_300461530,8,mutual
tw_301529877,tw_309012614,8,mutual
tw_1065921,tw_10671602,8,mutual
tw_15195755,tw_42316573,8,mutual
tw_15130498,tw_30678185,8,mutual
tw_168688901,tw_21697900,8,mutual
tw_1183041,tw_2729061,8,mutual
tw_18755518,tw_64488804,8,mutual
tw_222621758,tw_224581852,8,mutual
tw_8067082,tw_926981,8,mutual
tw_117535803,tw_263002538,8,mutual
tw_14231571,tw_528,8,mutual
tw_11197712,tw_7429892,8,mutual
tw_153087224,tw_67418164,8,mutual
tw_194939391,tw_383830013,8,mutual
tw_223198631,tw_94480069,8,mutual
tw_13356642,tw_18762284,8,mutual
tw_19595287,tw_7194892,8,mutual
tw_15843910,tw_17759158,8,mutual
tw_168220987,tw_208549187,8,mutual
tw_18228075,tw_186284229,8,mutual
tw_175431001,tw_194403468,8,mutual
tw_161954885,tw_270643477,8,mutual
tw_19732725,tw_25566593,8,mutual
tw_16901887,tw_18680478,8,mutual
tw_27078524,tw_69660246,8,mutual
tw_257236842,tw_394263193,8,mutual
tw_172161833,tw_362626342,8,mutual
tw_278652553,tw_86221475,8,mutual
tw_138416662,tw_79797834,8,mutual
tw_10935622,tw_17703765,8,mutual
tw_287906361,tw_302374422,8,mutual
tw_336847617,tw_399769234,8,mutual
tw_14645160,tw_14721658,8,mutual
tw_165436952,tw_287941702,8,mutual
tw_3040621,tw_3954801,8,mutual
tw_117187783,tw_45134201,8,mutual
tw_15717287,tw_9440792,8,mutual
tw_14735742,tw_14983833,8,mutual
tw_16243471,tw_6054912,8,mutual
tw_195475105,tw_202195505,8,mutual
tw_19162933,tw_45593345,8,mutual
tw_16069548,tw_25787134,8,mutual
tw_362286999,tw_610533,8,mutual
tw_199010047,tw_430172427,8,mutual
tw_174639962,tw_88323281,8,mutual
tw_105035129,tw_91105535,8,mutual
tw_13212522,tw_799212,8,mutual
tw_16461070,tw_24560836,8,mutual
tw_116807493,tw_71606873,8,mutual
tw_15440806,tw_24036831,8,mutual
tw_232818548,tw_361142565,8,mutual
tw_140955302,tw_185306056,8,mutual
tw_104209445,tw_71268322,8,mutual
tw_17567533,tw_18985501,8,mutual
tw_7860742,tw_7872262,8,mutual
tw_294290268,tw_458845777,8,mutual
tw_117306176,tw_379790408,8,mutual
tw_246297626,tw_65047891,8,mutual
tw_122439303,tw_246619129,8,mutual
tw_196680777,tw_480083825,8,mutual
tw_190833564,tw_85716069,8,mutual
tw_122207745,tw_195877797,8,mutual
tw_19343218,tw_3286871,8,mutual
tw_16112634,tw_40713842,8,mutual
tw_15165865,tw_15745434,8,mutual
tw_17552077,tw_17759701,8,mutual
tw_387928178,tw_73381700,8,mutual
tw_19658936,tw_6519522,8,mutual
tw_16028750,tw_245424983,8,mutual
tw_17673,tw_82433,8,mutual
tw_376946114,tw_451250774,8,mutual
tw_1183041,tw_9212052,8,mutual
tw_110146442,tw_265685139,8,mutual
tw_14080429,tw_779715,8,mutual
tw_127016368,tw_160565602,8,mutual
tw_216843160,tw_88323281,8,mutual
tw_66235505,tw_87557311,8,mutual
tw_1295001,tw_6001592,8,mutual
tw_15833768,tw_243706735,8,mutual
tw_221537597,tw_57425153,8,mutual
tw_23138959,tw_505977364,8,mutual
tw_126444583,tw_231975020,8,mutual
tw_104352067,tw_112784664,8,mutual
tw_22138357,tw_278606956,8,mutual
tw_131537442,tw_327102622,8,mutual
tw_3779381,tw_5110861,8,mutual
tw_10228272,tw_20536157,8,mutual
tw_18753000,tw_91359384,8,mutual
tw_168767461,tw_27740155,8,mutual
tw_15989935,tw_25904310,8,mutual
tw_34701524,tw_88767114,8,mutual
tw_301282103,tw_399651919,8,mutual
tw_357740963,tw_394508134,8,mutual
tw_19549441,tw_272546125,8,mutual
tw_23151437,tw_92367751,8,mutual
tw_261001122,tw_6478202,8,mutual
tw_14506809,tw_4071981,8,mutual
tw_20342875,tw_64674727,8,mutual
tw_284681556,tw_294854135,8,mutual
tw_132805158,tw_14276679,8,mutual
tw_13626882,tw_83665015,8,mutual
tw_288231953,tw_87044829,8,mutual
tw_27916985,tw_815994,8,mutual
tw_21796819,tw_27167977,8,mutual
tw_172883064,tw_199010047,8,mutual
tw_287906361,tw_555800132,8,mutual
tw_10671602,tw_77007853,8,mutual
tw_149308499,tw_16335102,8,mutual
tw_17004618,tw_1976841,8,mutual
tw_11388132,tw_15827269,8,mutual
tw_17803303,tw_99885625,8,mutual
tw_1000591,tw_3713811,8,mutual
tw_15861746,tw_70720488,8,mutual
tw_16710946,tw_28434434,8,mutual
tw_43355400,tw_73113170,8,mutual
tw_277649366,tw_364917755,8,mutual
tw_297229855,tw_464435768,8,mutual
tw_292354838,tw_333464309,8,mutual
tw_20935355,tw_24117694,8,mutual
tw_196680777,tw_60869127,8,mutual
tw_60273,tw_656673,8,mutual
tw_24036831,tw_86221276,8,mutual
tw_3840,tw_808627,8,mutual
tw_18776017,tw_69772407,8,mutual
tw_145129229,tw_189414421,8,mutual
tw_276706356,tw_395559648,8,mutual
tw_17794004,tw_22841103,8,mutual
tw_168216747,tw_228837973,8,mutual
tw_17088729,tw_759003,8,mutual
tw_14654965,tw_26444473,8,mutual
tw_11180212,tw_19802879,8,mutual
tw_20120776,tw_509096468,8,mutual
tw_208942635,tw_69772407,8,mutual
tw_18599061,tw_21709230,8,mutual
tw_21549924,tw_25339125,8,mutual
tw_210829718,tw_57425153,8,mutual
tw_15440806,tw_19565333,8,mutual
tw_151505240,tw_215180009,8,mutual
tw_15169116,tw_180426950,8,mutual
tw_14160974,tw_19161407,8,mutual
tw_16513135,tw_17092592,8,mutual
tw_170702519,tw_99712896,8,mutual
tw_18194219,tw_222477210,8,mutual
tw_237420957,tw_90779436,8,mutual
tw_104482820,tw_31797181,8,mutual
tw_2589521,tw_3954801,8,mutual
tw_223702895,tw_288485704,8,mutual
tw_48621884,tw_79839110,8,mutual
tw_15062727,tw_19617190,8,mutual
tw_105004950,tw_16483138,8,mutual
tw_16453996,tw_24004172,8,mutual
tw_16824850,tw_9431932,8,mutual
tw_17026297,tw_19731643,8,mutual
tw_22408167,tw_58025433,8,mutual
tw_129267848,tw_27641634,8,mutual
tw_284745621,tw_398120967,8,mutual
tw_14888584,tw_17596468,8,mutual
tw_15653423,tw_99885625,8,mutual
tw_17002185,tw_807095,8,mutual
tw_18848018,tw_300021044,8,mutual
tw_13626882,tw_25964926,8,mutual
tw_132875573,tw_19064433,8,mutual
tw_301726492,tw_363319244,8,mutual
tw_16895140,tw_18073212,8,mutual
tw_300385517,tw_338614678,8,mutual
tw_254457417,tw_45705189,8,mutual
tw_14155052,tw_18892183,8,mutual
tw_277880296,tw_28735548,8,mutual
tw_14471778,tw_23559552,8,mutual
tw_14080429,tw_4893411,8,mutual
tw_57046177,tw_807095,8,mutual
tw_355743081,tw_360094552,8,mutual
tw_17000625,tw_2017511,8,mutual
tw_14160974,tw_16098603,8,mutual
tw_24081780,tw_24742040,8,mutual
tw_22715267,tw_69772407,8,mutual
tw_16954517,tw_28631509,8,mutual
tw_159944448,tw_43001357,8,mutual
tw_22784458,tw_96513226,8,mutual
tw_146918923,tw_32822382,8,mutual
tw_126444583,tw_158116443,8,mutual
tw_273452154,tw_300012435,8,mutual
tw_100301510,tw_17977240,8,mutual
tw_36629388,tw_47161442,8,mutual
tw_17093617,tw_39092982,8,mutual
tw_124279923,tw_8146732,8,mutual
tw_18725854,tw_9856232,8,mutual
tw_1000591,tw_20,8,mutual
tw_117901353,tw_155951259,8,mutual
tw_21181059,tw_68668098,8,mutual
tw_1045521,tw_235216483,8,mutual
tw_283762107,tw_342362815,8,mutual
tw_20904455,tw_90561258,8,mutual
tw_389742937,tw_455186682,8,mutual
tw_185306056,tw_69860260,8,mutual
tw_2694621,tw_30140392,8,mutual
tw_115147722,tw_27835859,8,mutual
tw_161418822,tw_250303199,8,mutual
tw_113751683,tw_31610343,8,mutual
tw_144040563,tw_7157132,8,mutual
tw_325116715,tw_357984457,8,mutual
tw_225140058,tw_46241569,8,mutual
tw_24713557,tw_35726059,8,mutual
tw_15724082,tw_17134268,8,mutual
tw_15811779,tw_63207451,8,mutual
tw_6978642,tw_824168,8,mutual
tw_275003449,tw_31377059,8,mutual
tw_349932090,tw_506982155,8,mutual
tw_17280792,tw_20803022,8,mutual
tw_349932090,tw_397464131,8,mutual
tw_163622256,tw_200214366,8,mutual
tw_153538346,tw_53496283,8,mutual
tw_120176950,tw_36683668,8,mutual
tw_199010047,tw_221010883,8,mutual
tw_14517343,tw_35926608,8,mutual
tw_271668270,tw_304462046,8,mutual
tw_16483141,tw_286012612,8,mutual
tw_14058735,tw_27050042,8,mutual
tw_24117694,tw_94414805,8,mutual
tw_15877164,tw_17693063,8,mutual
tw_16040961,tw_30981586,8,mutual
tw_196667709,tw_231893190,8,mutual
tw_14446902,tw_28521141,8,mutual
tw_131029775,tw_207198670,8,mutual
tw_22891211,tw_783214,8,mutual
tw_292608038,tw_506982155,8,mutual
tw_61592079,tw_8115852,8,mutual
tw_292608038,tw_397464131,8,mutual
tw_17905569,tw_9549022,8,mutual
tw_19040580,tw_21549924,8,mutual
tw_19928703,tw_3065101,8,mutual
tw_10481072,tw_15666380,8,mutual
tw_45416789,tw_71383220,8,mutual
tw_45318901,tw_68161024,8,mutual
tw_12925072,tw_7040932,8,mutual
tw_180463340,tw_275268943,8,mutual
tw_213761900,tw_275003449,8,mutual
tw_197504076,tw_92319025,8,mutual
tw_17004139,tw_807095,8,mutual
tw_14443028,tw_33043297,8,mutual
tw_118871841,tw_153538346,8,mutual
tw_20630542,tw_46960191,8,mutual
tw_24004172,tw_60968363,8,mutual
tw_252791673,tw_79119341,8,mutual
tw_210839744,tw_9117202,8,mutual
tw_301721565,tw_434460832,8,mutual
tw_45869573,tw_815994,8,mutual
tw_300007014,tw_357227113,8,mutual
tw_14590081,tw_14977290,8,mutual
tw_128522006,tw_231893190,8,mutual
tw_54971112,tw_80837233,8,mutual
tw_307721313,tw_349932090,8,mutual
tw_2609891,tw_48118853,8,mutual
tw_16372635,tw_36735522,8,mutual
tw_1608991,tw_29872754,8,mutual
tw_254839786,tw_262764726,8,mutual
tw_10671602,tw_18715225,8,mutual
tw_18776017,tw_20834745,8,mutual
tw_261001122,tw_5623612,8,mutual
tw_15500649,tw_22845770,8,mutual
tw_10400902,tw_12384312,8,mutual
tw_50557241,tw_7081402,8,mutual
tw_15431856,tw_15690382,8,mutual
tw_15485441,tw_288452305,8,mutual
tw_222868205,tw_329844524,8,mutual
tw_30211023,tw_52695031,8,mutual
tw_12121162,tw_191548936,8,mutual
tw_278652553,tw_335071071,8,mutual
tw_28184452,tw_60620992,8,mutual
tw_295355360,tw_304411861,8,mutual
tw_15843910,tw_16452939,8,mutual
tw_151495845,tw_406628822,8,mutual
tw_18572696,tw_85701883,8,mutual
tw_5650332,tw_59804598,8,mutual
tw_17872874,tw_22981846,8,mutual
tw_294290268,tw_298376225,8,mutual
tw_14654965,tw_92591481,8,mutual
tw_14823126,tw_16715140,8,mutual
tw_26322751,tw_7860742,8,mutual
tw_120892393,tw_57435204,8,mutual
tw_16048740,tw_231893190,8,mutual
tw_16929349,tw_59145948,8,mutual
tw_105035129,tw_92123276,8,mutual
tw_170113817,tw_219370782,8,mutual
tw_14448205,tw_28192145,8,mutual
tw_26250530,tw_91041719,8,mutual
tw_155969606,tw_60725654,8,mutual
tw_16929470,tw_1879831,8,mutual
tw_16956087,tw_17006157,8,mutual
tw_116498875,tw_215785630,8,mutual
tw_164880154,tw_202195505,8,mutual
tw_137775682,tw_36795587,8,mutual
tw_1134701,tw_131333738,8,mutual
tw_202346485,tw_231975020,8,mutual
tw_11907412,tw_14610391,8,mutual
tw_230891041,tw_88097807,8,mutual
tw_211933541,tw_302282272,8,mutual
tw_108137800,tw_84672379,8,mutual
tw_229141679,tw_9440792,8,mutual
tw_20179628,tw_73181712,8,mutual
tw_19225542,tw_522013186,8,mutual
tw_15258562,tw_64069241,8,mutual
tw_118871841,tw_97251730,8,mutual
tw_16048740,tw_206672396,8,mutual
tw_113763153,tw_208645319,8,mutual
tw_12223,tw_15083606,8,mutual
tw_181701688,tw_298582473,8,mutual
tw_14281905,tw_54922636,8,mutual
tw_151924135,tw_221405974,8,mutual
tw_213039691,tw_298258981,8,mutual
tw_297801196,tw_314316607,8,mutual
tw_46537966,tw_8541492,8,mutual
tw_21195122,tw_66761133,8,mutual
tw_280162221,tw_39758899,8,mutual
tw_144320202,tw_156136958,8,mutual
tw_36993162,tw_47161442,8,mutual
tw_15120464,tw_3443591,8,mutual
tw_15062727,tw_6210882,8,mutual
tw_167112946,tw_221752062,8,mutual
tw_204446054,tw_92319025,8,mutual
tw_113420831,tw_16012783,8,mutual
tw_251757878,tw_54432775,8,mutual
tw_145809544,tw_18776017,8,mutual
tw_106514999,tw_29304278,8,mutual
tw_343051634,tw_351641666,8,mutual
tw_256078101,tw_262340283,8,mutual
tw_121825928,tw_208645319,8,mutual
tw_182159386,tw_20203701,8,mutual
tw_10350,tw_814253,8,mutual
tw_10241,tw_481453,8,mutual
tw_145809544,tw_208942635,8,mutual
tw_116952434,tw_169925750,8,mutual
tw_131333738,tw_52330027,8,mutual
tw_110880380,tw_141508391,8,mutual
tw_108811740,tw_15519544,8,mutual
tw_258140947,tw_461410856,8,mutual
tw_18396070,tw_59524045,8,mutual
tw_14654965,tw_23954547,8,mutual
tw_294290268,tw_378428747,8,mutual
tw_21208444,tw_56814021,8,mutual
tw_113751683,tw_3359851,8,mutual
tw_151060603,tw_29145184,8,mutual
tw_100614511,tw_18917281,8,mutual
tw_116036694,tw_276308596,8,mutual
tw_111749042,tw_121607917,8,mutual
tw_10241,tw_7093352,8,mutual
tw_19064433,tw_52902163,8,mutual
tw_14996995,tw_216865677,8,mutual
tw_14200408,tw_16040961,8,mutual
tw_15088772,tw_15923118,8,mutual
tw_15222083,tw_17214479,8,mutual
tw_19565333,tw_52695031,8,mutual
tw_14345566,tw_83883736,8,mutual
tw_119121697,tw_34068984,8,mutual
tw_17219108,tw_44886859,8,mutual
tw_188614087,tw_216843160,8,mutual
tw_14183551,tw_83665015,8,mutual
tw_14200408,tw_149308499,8,mutual
tw_147973743,tw_96513226,8,mutual
tw_36982940,tw_7702232,8,mutual
tw_18581803,tw_26250517,8,mutual
tw_150273565,tw_164880154,8,mutual
tw_15485441,tw_88749392,8,mutual
tw_242725672,tw_346880024,8,mutual
tw_117349852,tw_34354722,8,mutual
tw_117349852,tw_8892822,8,mutual
tw_30371903,tw_7925002,8,mutual
tw_277284626,tw_52361963,8,mutual
tw_949521,tw_989,8,mutual
tw_258140947,tw_315268102,8,mutual
tw_48903,tw_60033,8,mutual
tw_13473182,tw_18715024,8,mutual
tw_15006779,tw_21834510,8,mutual
tw_6650602,tw_70923,8,mutual
tw_139162440,tw_44039298,8,mutual
tw_116952434,tw_30957034,8,mutual
tw_14199378,tw_30313925,8,mutual
tw_11027262,tw_19010126,8,mutual
tw_18783763,tw_25534991,8,mutual
tw_17026041,tw_27916985,8,mutual
tw_14983833,tw_16824850,8,mutual
tw_14453798,tw_3462421,8,mutual
tw_19534873,tw_19644592,8,mutual
tw_355743081,tw_372499406,8,mutual
tw_20681936,tw_34270080,8,mutual
tw_124296976,tw_20315513,8,mutual
tw_127016368,tw_189898898,8,mutual
tw_20397258,tw_24081780,8,mutual
tw_177352756,tw_30602608,8,mutual
tw_114910205,tw_14999606,8,mutual
tw_15827269,tw_15865878,8,mutual
tw_133055665,tw_17868918,8,mutual
tw_16098603,tw_18716004,8,mutual
tw_106514999,tw_82617725,8,mutual
tw_23962323,tw_4620451,8,mutual
tw_14444403,tw_15581082,8,mutual
tw_27479039,tw_85701883,8,mutual
tw_13229902,tw_2841151,8,mutual
tw_17759701,tw_196400161,8,mutual
tw_11019092,tw_16025098,8,mutual
tw_14356908,tw_14448205,8,mutual
tw_221731648,tw_383830013,8,mutual
tw_6608332,tw_8146732,8,mutual
tw_15693493,tw_88749392,8,mutual
tw_212340401,tw_230601773,8,mutual
tw_643653,tw_8914942,8,mutual
tw_14058735,tw_32630330,8,mutual
tw_15234679,tw_18941809,8,mutual
tw_18709570,tw_20737911,8,mutual
tw_24036831,tw_68668098,8,mutual
tw_14445574,tw_18767699,8,mutual
tw_175553601,tw_388411903,8,mutual
tw_48903,tw_7738402,8,mutual
tw_7860742,tw_84043660,8,mutual
tw_155969606,tw_16097743,8,mutual
tw_105940693,tw_227650565,8,mutual
tw_15643370,tw_20273398,8,mutual
tw_1065921,tw_8004732,8,mutual
tw_22587869,tw_9411482,8,mutual
tw_17564647,tw_384621304,8,mutual
tw_1072591,tw_8001572,8,mutual
tw_110315478,tw_48621884,8,mutual
tw_26422087,tw_44874760,8,mutual
tw_21678052,tw_237420957,8,mutual
tw_48463781,tw_65294835,8,mutual
tw_20240002,tw_214970887,8,mutual
tw_14085070,tw_19725644,8,mutual
tw_45416789,tw_83267360,8,mutual
tw_27744721,tw_48623391,8,mutual
tw_167144863,tw_393242944,8,mutual
tw_174639962,tw_280049106,8,mutual
tw_42361118,tw_43933017,8,mutual
tw_13434622,tw_91480304,8,mutual
tw_159944448,tw_165436952,8,mutual
tw_17023277,tw_59145948,8,mutual
tw_42053731,tw_91905327,8,mutual
tw_128968339,tw_34378922,8,mutual
tw_229425177,tw_440963134,8,mutual
tw_61853583,tw_7702232,8,mutual
tw_15217406,tw_19089252,8,mutual
tw_151269051,tw_166214735,8,mutual
tw_15154217,tw_8001572,8,mutual
tw_103598216,tw_208132323,8,mutual
tw_16475194,tw_285654273,8,mutual
tw_15396961,tw_61133,8,mutual
tw_103598216,tw_280935165,8,mutual
tw_13018112,tw_58462957,8,mutual
tw_248224845,tw_250677192,8,mutual
tw_20152005,tw_23045297,8,mutual
tw_109571377,tw_11348282,8,mutual
tw_173732041,tw_238201669,8,mutual
tw_15853668,tw_7702232,8,mutual
tw_14610391,tw_34244280,8,mutual
tw_127249741,tw_223990701,8,mutual
tw_19225542,tw_308723182,8,mutual
tw_18753000,tw_28960709,8,mutual
tw_27022632,tw_27778893,8,mutual
tw_17140787,tw_87620061,8,mutual
tw_3096071,tw_58714972,8,mutual
tw_164880154,tw_262340283,8,mutual
tw_12611642,tw_4278201,8,mutual
tw_130431562,tw_49682544,8,mutual
tw_23822446,tw_45705189,8,mutual
tw_74294087,tw_95297220,8,mutual
tw_112115650,tw_90850337,8,mutual
tw_33191389,tw_3462421,8,mutual
tw_131333738,tw_14783047,8,mutual
tw_15287678,tw_22587536,8,mutual
tw_15290441,tw_26568085,8,mutual
tw_112939321,tw_116036694,8,mutual
tw_236749048,tw_81263393,8,mutual
tw_189051975,tw_19040580,8,mutual
tw_233966585,tw_92319025,8,mutual
tw_817268,tw_862681,8,mutual
tw_14870178,tw_153181186,8,mutual
tw_23738785,tw_247447665,8,mutual
tw_180463340,tw_292915903,8,mutual
tw_13783772,tw_15485441,8,mutual
tw_20309234,tw_39584643,8,mutual
tw_103975904,tw_382110320,8,mutual
tw_127012541,tw_143950772,8,mutual
tw_14517343,tw_19425135,8,mutual
tw_12199652,tw_1501471,8,mutual
tw_294854135,tw_309012614,8,mutual
tw_10671602,tw_45862504,8,mutual
tw_108811740,tw_17941825,8,mutual
tw_5774432,tw_5947722,8,mutual
tw_1045521,tw_20075644,8,mutual
tw_79119341,tw_8226492,8,mutual
tw_308723182,tw_327102622,8,mutual
tw_14207125,tw_15861746,8,mutual
tw_15861746,tw_212155430,8,mutual
tw_19565333,tw_68668098,8,mutual
tw_107830991,tw_92336981,8,mutual
tw_15494342,tw_22841103,8,mutual
tw_9641832,tw_972651,8,mutual
tw_14935647,tw_94454911,8,mutual
tw_14348594,tw_16129920,8,mutual
tw_11924722,tw_75165115,8,mutual
tw_20904455,tw_88109378,8,mutual
tw_169979375,tw_27740155,8,mutual
tw_761290,tw_8914942,8,mutual
tw_145809544,tw_381451618,8,mutual
tw_290176149,tw_387695947,8,mutual
tw_136035911,tw_32547856,8,mutual
tw_13356642,tw_16220934,8,mutual
tw_42379291,tw_52902163,8,mutual
tw_15252359,tw_51564922,8,mutual
tw_153181186,tw_8892822,8,mutual
tw_18655633,tw_75165115,8,mutual
tw_151924135,tw_87557311,8,mutual
tw_327102622,tw_332859659,8,mutual
tw_275608958,tw_28302257,8,mutual
tw_38542252,tw_52405864,8,mutual
tw_171823143,tw_55270849,8,mutual
tw_134627129,tw_437804658,8,mutual
tw_292030309,tw_394508134,8,mutual
tw_345475302,tw_97319539,8,mutual
tw_244338719,tw_9117202,8,mutual
tw_16504528,tw_66691804,8,mutual
tw_296171243,tw_302374422,8,mutual
tw_121226571,tw_250303199,8,mutual
tw_184097849,tw_440963134,8,mutual
tw_25376226,tw_261001122,8,mutual
tw_276308596,tw_276577539,8,mutual
tw_174445280,tw_35726059,8,mutual
tw_262775327,tw_281159810,8,mutual
tw_317076339,tw_328590469,8,mutual
tw_16734718,tw_18776017,8,mutual
tw_16674726,tw_31377059,8,mutual
tw_356190582,tw_88323281,8,mutual
tw_14231571,tw_749863,8,mutual
tw_177352756,tw_25421732,8,mutual
tw_307445751,tw_404900280,8,mutual
tw_12611642,tw_9340912,8,mutual
tw_161418822,tw_260935147,8,mutual
tw_311840368,tw_399644859,8,mutual
tw_389153,tw_792690,8,mutual
tw_273120131,tw_47766490,8,mutual
tw_18848018,tw_288404606,8,mutual
tw_15083606,tw_18709570,8,mutual
tw_103598216,tw_19358562,8,mutual
tw_19528443,tw_27835859,8,mutual
tw_18776017,tw_23841406,8,mutual
tw_231893190,tw_25952851,8,mutual
tw_126444583,tw_14573745,8,mutual
tw_128968339,tw_43880993,8,mutual
tw_126530399,tw_99003454,8,mutual
tw_17970452,tw_616843,8,mutual
tw_170702519,tw_173732041,8,mutual
tw_20488611,tw_96653670,8,mutual
tw_277649366,tw_280935165,8,mutual
tw_22602849,tw_261001122,8,mutual
tw_16464746,tw_33191389,8,mutual
tw_2529971,tw_862681,8,mutual
tw_175633082,tw_364598207,8,mutual
tw_13109502,tw_14766418,8,mutual
tw_18396070,tw_657863,8,mutual
tw_196429355,tw_200214366,8,mutual
tw_18776017,tw_29537723,8,mutual
tw_10680802,tw_21697900,8,mutual
tw_14784831,tw_82932549,8,mutual
tw_160053476,tw_216843160,8,mutual
tw_110880380,tw_18176640,8,mutual
tw_25953115,tw_2869531,8,mutual
tw_22872643,tw_26871300,8,mutual
tw_15120464,tw_15300838,8,mutual
tw_15745434,tw_17143528,8,mutual
tw_101204352,tw_107830991,8,mutual
tw_15647676,tw_19006707,8,mutual
tw_11461102,tw_7872262,8,mutual
tw_14155052,tw_7194892,8,mutual
tw_2735591,tw_7040932,8,mutual
tw_145306362,tw_204140367,8,mutual
tw_350578795,tw_80449601,8,mutual
tw_19880042,tw_81229871,8,mutual
tw_15638249,tw_17547979,8,mutual
tw_12127832,tw_15222083,8,mutual
tw_275268943,tw_290176149,8,mutual
tw_136046012,tw_184097849,8,mutual
tw_17001524,tw_17023277,8,mutual
tw_13691782,tw_16356344,8,mutual
tw_18848018,tw_356003327,8,mutual
tw_23044006,tw_28037700,8,mutual
tw_121537720,tw_59507002,8,mutual
tw_108298982,tw_137156454,8,mutual
tw_115943336,tw_47569242,8,mutual
tw_310741786,tw_411701525,8,mutual
